Split Mata Kuliah,NAMA,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Bisnis dan Ekonomi,Teknologi,Seni,Sastra dan Linguistik,Pendidikan,Hukum,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum,highest
Stratigrafi,FAKULTAS ILMU DAN TEKNOLOGI KEBUMIAN (FITB),0.2,0.6,0.5,0.0,0.4,0.4,0.1,0.3,0.0,0.0,0.1,0.0,0.3,0.1,0.8,0.0,0.0,0.0,15
Geofisika,FAKULTAS ILMU DAN TEKNOLOGI KEBUMIAN (FITB),0.2,0.6,0.5,0.0,0.4,0.4,0.1,0.3,0.0,0.0,0.1,0.0,0.3,0.1,0.8,0.0,0.0,0.0,15
Pengantar Manajemen,MANAJEMEN BISNIS PARIWISATA,0.1,0.0,0.0,0.3,0.0,0.0,0.5,0.2,0.1,0.2,0.0,0.0,0.5,0.0,0.5,0.3,0.4,0.0,7
Keuangan Bisnis Pariwisata,MANAJEMEN BISNIS PARIWISATA,0.1,0.0,0.0,0.3,0.0,0.0,0.5,0.2,0.1,0.2,0.0,0.0,0.5,0.0,0.5,0.3,0.4,0.0,7
Manajemen Hotel,MANAJEMEN BISNIS PARIWISATA,0.1,0.0,0.0,0.3,0.0,0.0,0.5,0.2,0.1,0.2,0.0,0.0,0.5,0.0,0.5,0.3,0.4,0.0,7
Geodesi Komputasi,TEKNIK GEODESI,0.4,0.3,0.35,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.5,0.3,0.6,0.2,0.2,0.1,15
Penginderaan Jauh,TEKNIK GEODESI,0.4,0.3,0.35,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.5,0.3,0.6,0.2,0.2,0.1,15
Geodesi Teknik,TEKNIK GEODESI,0.4,0.3,0.35,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.5,0.3,0.6,0.2,0.2,0.1,15
Fotogrametri,TEKNIK GEODESI,0.4,0.3,0.35,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.5,0.3,0.6,0.2,0.2,0.1,15
Sistem Informasi Geografis,TEKNIK GEODESI,0.4,0.3,0.35,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.5,0.3,0.6,0.2,0.2,0.1,15
Analisis Biaya,AKUNTANSI MANAJERIAL,0.7,0.1,0.1,0.4,0.1,0.1,0.8,0.3,0.1,0.0,0.2,0.25,0.1,0.2,0.1,0.35,0.1,0.25,7
Pengambilan Keputusan,AKUNTANSI MANAJERIAL,0.7,0.1,0.1,0.4,0.1,0.1,0.8,0.3,0.1,0.0,0.2,0.25,0.1,0.2,0.1,0.35,0.1,0.25,7
Perencanaan Keuangan,AKUNTANSI MANAJERIAL,0.7,0.1,0.1,0.4,0.1,0.1,0.8,0.3,0.1,0.0,0.2,0.25,0.1,0.2,0.1,0.35,0.1,0.25,7
Ilmu Genetika,ILMU PETERNAKAN,0.3,0.6,0.2,0.2,0.5,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.6,0.3,0.25,0.1,0.1,2
Ilmu Reproduksi,ILMU PETERNAKAN,0.3,0.6,0.2,0.2,0.5,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.6,0.3,0.25,0.1,0.1,2
Ilmu Kesehatan Hewan,ILMU PETERNAKAN,0.3,0.6,0.2,0.2,0.5,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.6,0.3,0.25,0.1,0.1,2
Ilmu Mikrobiologi,ILMU PETERNAKAN,0.3,0.6,0.2,0.2,0.5,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.6,0.3,0.25,0.1,0.1,2
Pendidikan Bahasa Inggris,PGSD KAMPUS CIBIRU,0.5,0.5,0.5,0.6,0.2,0.3,0.3,0.3,0.7,0.2,0.7,0.2,0.3,0.2,0.6,0.5,0.2,0.2,9
Hidroponik,TEKNIK INDUSTRI PERTANIAN,0.4,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.1,0.3,0.1,0.6,0.2,0.5,0.2,0.2,0.1,13
English Language Teaching,BAHASA INGGRIS,0.1,0.1,0.2,0.4,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.2,0.7,0.3,0.2,16
Translation Studies,BAHASA INGGRIS,0.1,0.1,0.2,0.4,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.2,0.7,0.3,0.2,16
Linguistics,BAHASA INGGRIS,0.1,0.1,0.2,0.4,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.2,0.7,0.3,0.2,16
Academic Writing,BAHASA INGGRIS,0.1,0.1,0.2,0.4,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.2,0.7,0.3,0.2,16
Seni Lukis,PENDIDIKAN SENI RUPA,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.6,0.7,0.3,0.2,0.1,0.3,0.0,0.1,0.5,0.3,0.1,9
Seni Grafis,PENDIDIKAN SENI RUPA,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.6,0.7,0.3,0.2,0.1,0.3,0.0,0.1,0.5,0.3,0.1,9
Seni Patung,PENDIDIKAN SENI RUPA,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.6,0.7,0.3,0.2,0.1,0.3,0.0,0.1,0.5,0.3,0.1,9
Seni Kriya,PENDIDIKAN SENI RUPA,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.6,0.7,0.3,0.2,0.1,0.3,0.0,0.1,0.5,0.3,0.1,9
Sejarah Seni,PENDIDIKAN SENI RUPA,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.6,0.7,0.3,0.2,0.1,0.3,0.0,0.1,0.5,0.3,0.1,9
Pendidikan Masyarakat,PENDIDIKAN LUAR SEKOLAH,0.2,0.3,0.1,0.3,0.3,0.1,0.2,0.3,0.2,0.1,0.6,0.3,0.2,0.2,0.3,0.6,0.2,0.3,11
Pendidikan Kecakapan Hidup,PENDIDIKAN LUAR SEKOLAH,0.2,0.3,0.1,0.3,0.3,0.1,0.2,0.3,0.2,0.1,0.6,0.3,0.2,0.2,0.3,0.6,0.2,0.3,11
Pendidikan Karakter,PENDIDIKAN LUAR SEKOLAH,0.2,0.3,0.1,0.3,0.3,0.1,0.2,0.3,0.2,0.1,0.6,0.3,0.2,0.2,0.3,0.6,0.2,0.3,11
Pendidikan Kesetaraan,PENDIDIKAN LUAR SEKOLAH,0.2,0.3,0.1,0.3,0.3,0.1,0.2,0.3,0.2,0.1,0.6,0.3,0.2,0.2,0.3,0.6,0.2,0.3,11
Manajemen Sistem Informasi Kesehatan,MANAJEMEN INFORMASI KESEHATAN,0.4,0.6,0.1,0.2,0.3,0.1,0.3,0.7,0.1,0.1,0.2,0.3,0.2,0.7,0.5,0.2,0.2,0.3,8
Analisis dan Perancangan Sistem Informasi Kesehatan,MANAJEMEN INFORMASI KESEHATAN,0.4,0.6,0.1,0.2,0.3,0.1,0.3,0.7,0.1,0.1,0.2,0.3,0.2,0.7,0.5,0.2,0.2,0.3,8
Pengelolaan Data Kesehatan,MANAJEMEN INFORMASI KESEHATAN,0.4,0.6,0.1,0.2,0.3,0.1,0.3,0.7,0.1,0.1,0.2,0.3,0.2,0.7,0.5,0.2,0.2,0.3,8
Keamanan Informasi Kesehatan,MANAJEMEN INFORMASI KESEHATAN,0.4,0.6,0.1,0.2,0.3,0.1,0.3,0.7,0.1,0.1,0.2,0.3,0.2,0.7,0.5,0.2,0.2,0.3,8
Sistem Informasi Geografis Kesehatan,MANAJEMEN INFORMASI KESEHATAN,0.4,0.6,0.1,0.2,0.3,0.1,0.3,0.7,0.1,0.1,0.2,0.3,0.2,0.7,0.5,0.2,0.2,0.3,8
Pendidikan Bahasa dan Sastra Indonesia,PEND. BAHASA INDONESIA,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.2,0.7,0.6,0.2,0.1,0.0,0.1,0.4,0.3,0.2,10
Kajian Budaya,PEND. BAHASA INDONESIA,0.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.2,0.7,0.6,0.2,0.1,0.0,0.1,0.4,0.3,0.2,10
Geofisika Pemboran,GEOFISIKA,0.6,0.8,0.4,0.2,0.2,0.1,0.1,0.25,0.1,0.1,0.1,0.1,0.5,0.2,0.5,0.3,0.2,0.1,2
Geodinamika,GEOFISIKA,0.6,0.8,0.4,0.2,0.2,0.1,0.1,0.25,0.1,0.1,0.1,0.1,0.5,0.2,0.5,0.3,0.2,0.1,2
Meteorologi,GEOFISIKA,0.6,0.8,0.4,0.2,0.2,0.1,0.1,0.25,0.1,0.1,0.1,0.1,0.5,0.2,0.5,0.3,0.2,0.1,2
Seismologi,GEOFISIKA,0.6,0.8,0.4,0.2,0.2,0.1,0.1,0.25,0.1,0.1,0.1,0.1,0.5,0.2,0.5,0.3,0.2,0.1,2
Teknologi Manufaktur,TEKNIK MESIN PRODUKSI DAN PERAWATAN,0.2,0.1,0.3,0.1,0.0,0.1,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.1,0.1,3
Pengaturan Kualitas,TEKNIK MESIN PRODUKSI DAN PERAWATAN,0.2,0.1,0.3,0.1,0.0,0.1,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.1,0.1,3
Pemrograman CNC,TEKNIK MESIN PRODUKSI DAN PERAWATAN,0.2,0.1,0.3,0.1,0.0,0.1,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.1,0.1,3
Desain Produk,TEKNIK MESIN PRODUKSI DAN PERAWATAN,0.2,0.1,0.3,0.1,0.0,0.1,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.1,0.1,3
Teknik Sistem Produksi,TEKNIK MESIN PRODUKSI DAN PERAWATAN,0.2,0.1,0.3,0.1,0.0,0.1,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.1,0.1,3
Metode Penelitian Antropologi,ANTROPOLOGI,0.2,0.3,0.1,0.5,0.3,0.1,0.1,0.1,0.1,0.4,0.3,0.4,0.2,0.1,0.2,0.3,0.6,0.4,17
Antropologi Ekonomi,ANTROPOLOGI,0.2,0.3,0.1,0.5,0.3,0.1,0.1,0.1,0.1,0.4,0.3,0.4,0.2,0.1,0.2,0.3,0.6,0.4,17
Antropologi Sosial,ANTROPOLOGI,0.2,0.3,0.1,0.5,0.3,0.1,0.1,0.1,0.1,0.4,0.3,0.4,0.2,0.1,0.2,0.3,0.6,0.4,17
Seni Tradisional Jepang,BAHASA DAN KEBUDAYAAN JEPANG,0.2,0.1,0.1,0.6,0.1,0.1,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.1,0.2,0.7,0.3,0.2,16
Budaya Populer Jepang,BAHASA DAN KEBUDAYAAN JEPANG,0.2,0.1,0.1,0.6,0.1,0.1,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.1,0.2,0.7,0.3,0.2,16
Aktuaria Matematika,AKTUARIA,0.8,0.2,0.1,0.1,0.1,0.1,0.7,0.3,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.3,0.2,1
Ekonomi Keuangan,AKTUARIA,0.8,0.2,0.1,0.1,0.1,0.1,0.7,0.3,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.3,0.2,1
Teknik Pengolahan Logam,TEKNIK METALURGI & MATERIAL,0.6,0.3,0.3,0.1,0.1,0.4,0.2,0.2,0.2,0.1,0.3,0.1,0.4,0.2,0.2,0.1,0.2,0.1,1
Teknologi Material,TEKNIK METALURGI & MATERIAL,0.6,0.3,0.3,0.1,0.1,0.4,0.2,0.2,0.2,0.1,0.3,0.1,0.4,0.2,0.2,0.1,0.2,0.1,1
Fisika Material,TEKNIK METALURGI & MATERIAL,0.6,0.3,0.3,0.1,0.1,0.4,0.2,0.2,0.2,0.1,0.3,0.1,0.4,0.2,0.2,0.1,0.2,0.1,1
Kimia Material,TEKNIK METALURGI & MATERIAL,0.6,0.3,0.3,0.1,0.1,0.4,0.2,0.2,0.2,0.1,0.3,0.1,0.4,0.2,0.2,0.1,0.2,0.1,1
Mekanika Bahan,TEKNIK METALURGI & MATERIAL,0.6,0.3,0.3,0.1,0.1,0.4,0.2,0.2,0.2,0.1,0.3,0.1,0.4,0.2,0.2,0.1,0.2,0.1,1
Pengolahan Bahasa Natural,PERPUSTAKAAN DAN SAINS INFORMASI,0.6,0.3,0.1,0.2,0.2,0.2,0.3,0.8,0.2,0.3,0.2,0.3,0.1,0.3,0.2,0.3,0.2,0.3,8
Pengantar Ekonomi,PERBANKAN DAN KEUANGAN,0.2,0.1,0.2,0.1,0.0,0.1,0.6,0.1,0.1,0.1,0.4,0.3,0.3,0.1,0.1,0.3,0.2,0.3,7
Pasar Modal,PERBANKAN DAN KEUANGAN,0.2,0.1,0.2,0.1,0.0,0.1,0.6,0.1,0.1,0.1,0.4,0.3,0.3,0.1,0.1,0.3,0.2,0.3,7
Teknik Mesin,PENDIDIKAN TEKNIK OTOMOTIF,0.3,0.3,0.6,0.1,0.1,0.25,0.2,0.25,0.2,0.1,0.4,0.2,0.2,0.1,0.2,0.1,0.1,0.2,3
Teknik Listrik,PENDIDIKAN TEKNIK OTOMOTIF,0.3,0.3,0.6,0.1,0.1,0.25,0.2,0.25,0.2,0.1,0.4,0.2,0.2,0.1,0.2,0.1,0.1,0.2,3
Sistem Kendali Otomatis,PENDIDIKAN TEKNIK OTOMOTIF,0.3,0.3,0.6,0.1,0.1,0.25,0.2,0.25,0.2,0.1,0.4,0.2,0.2,0.1,0.2,0.1,0.1,0.2,3
Teknik Material,PENDIDIKAN TEKNIK OTOMOTIF,0.3,0.3,0.6,0.1,0.1,0.25,0.2,0.25,0.2,0.1,0.4,0.2,0.2,0.1,0.2,0.1,0.1,0.2,3
Material Science,TEKNIK MATERIAL,0.3,0.8,0.2,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.2,0.1,2
Mekanika Material,TEKNIK MATERIAL,0.3,0.8,0.2,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.2,0.1,2
Termodinamika Material,TEKNIK MATERIAL,0.3,0.8,0.2,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.2,0.1,2
Akuntansi Keuangan (NK),AKUNTANSI (NK),0.4,0.1,0.1,0.2,0.0,0.0,0.7,0.1,0.1,0.1,0.5,0.2,0.1,0.1,0.1,0.1,0.2,0.2,7
Manajemen Keuangan (NK),AKUNTANSI (NK),0.4,0.1,0.1,0.2,0.0,0.0,0.7,0.1,0.1,0.1,0.5,0.2,0.1,0.1,0.1,0.1,0.2,0.2,7
Pajak (NK),AKUNTANSI (NK),0.4,0.1,0.1,0.2,0.0,0.0,0.7,0.1,0.1,0.1,0.5,0.2,0.1,0.1,0.1,0.1,0.2,0.2,7
Audit (NK),AKUNTANSI (NK),0.4,0.1,0.1,0.2,0.0,0.0,0.7,0.1,0.1,0.1,0.5,0.2,0.1,0.1,0.1,0.1,0.2,0.2,7
Akuntansi Manajemen (NK),AKUNTANSI (NK),0.4,0.1,0.1,0.2,0.0,0.0,0.7,0.1,0.1,0.1,0.5,0.2,0.1,0.1,0.1,0.1,0.2,0.2,7
Aqidah,ILMU PENDIDIKAN AGAMA ISLAM,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.8,0.25,0.1,0.0,0.1,0.3,0.8,0.25,11
Filsafat Pendidikan Islam,ILMU PENDIDIKAN AGAMA ISLAM,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.8,0.25,0.1,0.0,0.1,0.3,0.8,0.25,11
Sejarah Kebudayaan Islam,ILMU PENDIDIKAN AGAMA ISLAM,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.8,0.25,0.1,0.0,0.1,0.3,0.8,0.25,11
Etika Profesi Pendidikan,ILMU PENDIDIKAN AGAMA ISLAM,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.8,0.25,0.1,0.0,0.1,0.3,0.8,0.25,11
Penyuluhan Kesehatan,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,0.2,0.4,0.25,0.2,0.35,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.3,0.8,0.3,0.3,0.1,0.2,14
Terapi Olahraga,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,0.2,0.4,0.25,0.2,0.35,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.3,0.8,0.3,0.3,0.1,0.2,14
Pengantar Bisnis,ILMU ADMINISTRASI NIAGA/BISNIS,0.8,0.3,0.1,0.1,0.1,0.1,0.8,0.0,0.1,0.1,0.2,0.35,0.2,0.1,0.1,0.5,0.1,0.35,1
Ekonomi Mikro,ILMU ADMINISTRASI NIAGA/BISNIS,0.8,0.3,0.1,0.1,0.1,0.1,0.8,0.0,0.1,0.1,0.2,0.35,0.2,0.1,0.1,0.5,0.1,0.35,1
Akuntansi Dasar,ILMU ADMINISTRASI NIAGA/BISNIS,0.8,0.3,0.1,0.1,0.1,0.1,0.8,0.0,0.1,0.1,0.2,0.35,0.2,0.1,0.1,0.5,0.1,0.35,1
Bioteknologi Pertanian,TEKNIK PERTANIAN DAN BIOSISTEM,0.4,0.4,0.2,0.1,0.8,0.2,0.3,0.2,0.1,0.1,0.2,0.3,0.6,0.3,0.3,0.2,0.3,0.3,5
Sistem Pengelolaan Lahan,TEKNIK PERTANIAN DAN BIOSISTEM,0.4,0.4,0.2,0.1,0.8,0.2,0.3,0.2,0.1,0.1,0.2,0.3,0.6,0.3,0.3,0.2,0.3,0.3,5
Hama dan Penyakit Tanaman,TEKNIK PERTANIAN DAN BIOSISTEM,0.4,0.4,0.2,0.1,0.8,0.2,0.3,0.2,0.1,0.1,0.2,0.3,0.6,0.3,0.3,0.2,0.3,0.3,5
Agronomi,TEKNIK PERTANIAN DAN BIOSISTEM,0.4,0.4,0.2,0.1,0.8,0.2,0.3,0.2,0.1,0.1,0.2,0.3,0.6,0.3,0.3,0.2,0.3,0.3,5
Matematika Keuangan,PEND. EKONOMI,0.7,0.2,0.1,0.2,0.1,0.0,0.6,0.2,0.1,0.0,0.2,0.3,0.1,0.1,0.2,0.2,0.2,0.3,1
Ilmu Ekonomi,ILMU ADMINISTRASI FISKAL,0.2,0.3,0.2,0.2,0.1,0.1,0.6,0.1,0.1,0.1,0.2,0.7,0.1,0.2,0.2,0.3,0.2,0.7,12
Hukum Pajak,ILMU ADMINISTRASI FISKAL,0.2,0.3,0.2,0.2,0.1,0.1,0.6,0.1,0.1,0.1,0.2,0.7,0.1,0.2,0.2,0.3,0.2,0.7,12
Pengembangan Kurikulum,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,0.2,0.3,0.2,0.3,0.3,0.2,0.1,0.35,0.4,0.1,0.7,0.1,0.2,0.35,0.2,0.3,0.2,0.1,11
Pengendalian Hama dan Penyakit,PROTEKSI TANAMAN,0.2,0.7,0.2,0.2,0.6,0.1,0.2,0.1,0.1,0.0,0.2,0.1,0.7,0.1,0.2,0.2,0.1,0.1,2
Pendidikan Dasar  ,PENDIDIKAN GURU SD,0.6,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.4,0.5,0.7,0.2,0.2,0.1,0.4,0.35,0.2,0.2,11
Psikologi Pendidikan  ,PENDIDIKAN GURU SD,0.6,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.4,0.5,0.7,0.2,0.2,0.1,0.4,0.35,0.2,0.2,11
Keterampilan Mengajar  ,PENDIDIKAN GURU SD,0.6,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.4,0.5,0.7,0.2,0.2,0.1,0.4,0.35,0.2,0.2,11
Kurikulum dan Pembelajaran  ,PENDIDIKAN GURU SD,0.6,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.4,0.5,0.7,0.2,0.2,0.1,0.4,0.35,0.2,0.2,11
Evaluasi Pendidikan  ,PENDIDIKAN GURU SD,0.6,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.4,0.5,0.7,0.2,0.2,0.1,0.4,0.35,0.2,0.2,11
Pemasaran Kuliner,PENDIDIKAN TEKNIK BOGA,0.3,0.1,0.1,0.1,0.1,0.1,0.6,0.1,0.3,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.2,7
Kewirausahaan Kuliner,PENDIDIKAN TEKNIK BOGA,0.3,0.1,0.1,0.1,0.1,0.1,0.6,0.1,0.3,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.2,7
Mekanisasi Pertanian,KETEKNIKAN PERTANIAN,0.3,0.2,0.2,0.1,0.4,0.1,0.4,0.2,0.1,0.1,0.2,0.2,0.6,0.2,0.3,0.3,0.2,0.2,13
Promosi Pariwisata,MANAJEMEN PEMASARAN PARIWISATA,0.2,0.1,0.1,0.3,0.1,0.1,0.5,0.1,0.25,0.1,0.2,0.3,0.4,0.1,0.3,0.4,0.2,0.3,7
Manajemen Perhotelan,MANAJEMEN PEMASARAN PARIWISATA,0.2,0.1,0.1,0.3,0.1,0.1,0.5,0.1,0.25,0.1,0.2,0.3,0.4,0.1,0.3,0.4,0.2,0.3,7
Manajemen Restoran,MANAJEMEN PEMASARAN PARIWISATA,0.2,0.1,0.1,0.3,0.1,0.1,0.5,0.1,0.25,0.1,0.2,0.3,0.4,0.1,0.3,0.4,0.2,0.3,7
Ilmu Dasar Manajemen,ILMU ADM. NIAGA/BISNIS,0.3,0.1,0.2,0.2,0.1,0.1,0.9,0.3,0.2,0.1,0.2,0.4,0.1,0.3,0.2,0.3,0.1,0.4,7
Literatur Inggris,PEND. BHS. INGGRIS,0.1,0.2,0.2,0.1,0.1,0.0,0.2,0.1,0.2,0.6,0.4,0.1,0.2,0.0,0.2,0.2,0.2,0.1,10
Sastra Inggris,PEND. BHS. INGGRIS,0.1,0.2,0.2,0.1,0.1,0.0,0.2,0.1,0.2,0.6,0.4,0.1,0.2,0.0,0.2,0.2,0.2,0.1,10
Pengantar Ilmu Pangan,SENI KULINER DAN PENGOLAHAN JASA MAKANAN,0.2,0.3,0.1,0.1,0.3,0.5,0.3,0.3,0.2,0.1,0.3,0.1,0.3,0.3,0.2,0.1,0.1,0.1,6
Nutrisi Pangan,SENI KULINER DAN PENGOLAHAN JASA MAKANAN,0.2,0.3,0.1,0.1,0.3,0.5,0.3,0.3,0.2,0.1,0.3,0.1,0.3,0.3,0.2,0.1,0.1,0.1,6
Psikologi Anak,PEND. GURU PENDIDIKAN ANAK USIA DINI,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.7,0.1,0.7,0.1,0.2,0.2,0.2,0.2,0.2,0.1,9
Perkembangan Anak,PEND. GURU PENDIDIKAN ANAK USIA DINI,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.7,0.1,0.7,0.1,0.2,0.2,0.2,0.2,0.2,0.1,9
Kesehatan Anak,PEND. GURU PENDIDIKAN ANAK USIA DINI,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.7,0.1,0.7,0.1,0.2,0.2,0.2,0.2,0.2,0.1,9
Pendidikan Karakter Anak,PEND. GURU PENDIDIKAN ANAK USIA DINI,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.7,0.1,0.7,0.1,0.2,0.2,0.2,0.2,0.2,0.1,9
Teknologi Farmasi,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,0.4,0.5,0.1,0.1,0.7,0.6,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.2,5
Manajemen Pangan,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,0.4,0.5,0.1,0.1,0.7,0.6,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.2,5
Sejarah,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,0.2,0.2,0.2,0.7,0.2,0.1,0.5,0.2,0.1,0.2,0.2,0.5,0.2,0.2,0.5,0.7,0.6,0.5,4
Antropologi,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,0.2,0.2,0.2,0.7,0.2,0.1,0.5,0.2,0.1,0.2,0.2,0.5,0.2,0.2,0.5,0.7,0.6,0.5,4
Pengelolaan Sumberdaya Perikanan,BUDIDAYA PERAIRAN,0.2,0.3,0.1,0.1,0.4,0.1,0.1,0.1,0.2,0.0,0.2,0.3,0.8,0.2,0.4,0.2,0.2,0.3,13
Budidaya Ikan,BUDIDAYA PERAIRAN,0.2,0.3,0.1,0.1,0.4,0.1,0.1,0.1,0.2,0.0,0.2,0.3,0.8,0.2,0.4,0.2,0.2,0.3,13
Teknologi Pembenihan,BUDIDAYA PERAIRAN,0.2,0.3,0.1,0.1,0.4,0.1,0.1,0.1,0.2,0.0,0.2,0.3,0.8,0.2,0.4,0.2,0.2,0.3,13
Teknik Budidaya Ternak Air,BUDIDAYA PERAIRAN,0.2,0.3,0.1,0.1,0.4,0.1,0.1,0.1,0.2,0.0,0.2,0.3,0.8,0.2,0.4,0.2,0.2,0.3,13
Biologi Perairan,BUDIDAYA PERAIRAN,0.2,0.3,0.1,0.1,0.4,0.1,0.1,0.1,0.2,0.0,0.2,0.3,0.8,0.2,0.4,0.2,0.2,0.3,13
Analisis Regresi,STATISTIKA DAN SAINS DATA,0.9,0.3,0.2,0.2,0.3,0.1,0.2,0.2,0.1,0.1,0.3,0.1,0.0,0.0,0.0,0.2,0.1,0.1,1
Metode Statistika,STATISTIKA DAN SAINS DATA,0.9,0.3,0.2,0.2,0.3,0.1,0.2,0.2,0.1,0.1,0.3,0.1,0.0,0.0,0.0,0.2,0.1,0.1,1
Riset Operasi,STATISTIKA DAN SAINS DATA,0.9,0.3,0.2,0.2,0.3,0.1,0.2,0.2,0.1,0.1,0.3,0.1,0.0,0.0,0.0,0.2,0.1,0.1,1
Sinematografi,FILM DAN TELEVISI,0.1,0.1,0.2,0.5,0.1,0.1,0.2,0.1,0.8,0.2,0.2,0.1,0.2,0.1,0.2,0.7,0.3,0.1,9
Penulisan Naskah,FILM DAN TELEVISI,0.1,0.1,0.2,0.5,0.1,0.1,0.2,0.1,0.8,0.2,0.2,0.1,0.2,0.1,0.2,0.7,0.3,0.1,9
Produksi Film,FILM DAN TELEVISI,0.1,0.1,0.2,0.5,0.1,0.1,0.2,0.1,0.8,0.2,0.2,0.1,0.2,0.1,0.2,0.7,0.3,0.1,9
Penyutradaraan,FILM DAN TELEVISI,0.1,0.1,0.2,0.5,0.1,0.1,0.2,0.1,0.8,0.2,0.2,0.1,0.2,0.1,0.2,0.7,0.3,0.1,9
Editing Film,FILM DAN TELEVISI,0.1,0.1,0.2,0.5,0.1,0.1,0.2,0.1,0.8,0.2,0.2,0.1,0.2,0.1,0.2,0.7,0.3,0.1,9
Konstruksi Bangunan,PENDIDIKAN TEKNIK BANGUNAN,0.4,0.2,0.4,0.1,0.0,0.1,0.2,0.1,0.2,0.0,0.5,0.2,0.3,0.35,0.3,0.2,0.1,0.2,11
Material Bangunan,PENDIDIKAN TEKNIK BANGUNAN,0.4,0.2,0.4,0.1,0.0,0.1,0.2,0.1,0.2,0.0,0.5,0.2,0.3,0.35,0.3,0.2,0.1,0.2,11
