KODE,NAMA,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO,PERGURUAN TINGGI
334033,LOGISTIK KELAUTAN,Sarjana,65,195,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334034,GIZI,Sarjana,40,1130,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334035,MEKATRONIKA DAN KECERDASAN BUATAN,Sarjana,50,152,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334038,ADMINISTRASI PENDIDIKAN,Sarjana,44,478,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334039,BIMBINGAN DAN KONSELING,Sarjana,50,1279,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334040,PENDIDIKAN MASYARAKAT,Sarjana,45,456,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334041,PENDIDIKAN KHUSUS,Sarjana,45,326,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334042,TEKNOLOGI PENDIDIKAN,Sarjana,41,302,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334043,PSIKOLOGI,Sarjana,108,3192,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334044,PENDIDIKAN PANCASLA DAN KEWARGANEGARAAN,Sarjana,43,378,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334045,PENDIDIKAN SEJARAH,Sarjana,40,410,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334046,PENDIDIKAN GEOGRAFI,Sarjana,40,284,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334047,ILMU PENDIDIKAN AGAMA ISLAM,Sarjana,45,929,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334048,MANAJEMEN RESORT DAN LEISURE,Sarjana,45,593,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334049,MANAJEMEN PEMASARAN PARIWISATA,Sarjana,40,869,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334050,MANAJEMEN INDUSTRI KATERING,Sarjana,40,492,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334051,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,40,577,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334052,PENDIDIKAN BAHASA SUNDA,Sarjana,40,378,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334053,PENDIDIKAN BAHASA INGGRIS,Sarjana,35,806,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334054,PENDIDIKAN BAHASA ARAB,Sarjana,36,510,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334055,PENDIDIKAN BAHASA JEPANG,Sarjana,52,577,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334056,PENDIDIKAN BAHASA JERMAN,Sarjana,40,217,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334057,PENDIDIKAN BAHASA PERANCIS,Sarjana,50,135,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334058,PENDIDIKAN SENI RUPA DAN KERAJINAN,Sarjana,50,175,"Seni Rupa, Desain, dan Kriya",UNIVERSITAS PENDIDIKAN INDONESIA
334059,PENDIDIKAN SENI TARI,Sarjana,30,157,Tari,UNIVERSITAS PENDIDIKAN INDONESIA
334060,PENDIDIKAN SENI MUSIK,Sarjana,40,198,Musik,UNIVERSITAS PENDIDIKAN INDONESIA
334061,BAHASA DAN SASTRA INGGRIS,Sarjana,36,1049,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334062,BAHASA DAN SASTRA INDONESIA,Sarjana,56,581,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334063,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,31,294,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334064,PENDIDIKAN TATA BOGA,Sarjana,44,1007,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334065,PENDIDIKAN TATA BUSANA,Sarjana,35,558,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334066,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,65,350,Pendidikan Jasmani dan Olahraga,UNIVERSITAS PENDIDIKAN INDONESIA
334067,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,100,584,Pendidikan Jasmani dan Olahraga,UNIVERSITAS PENDIDIKAN INDONESIA
334068,PENDIDIKAN AKUNTANSI,Sarjana,66,438,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334069,PENDIDIKAN BISNIS,Sarjana,66,654,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334070,PENDIDIKAN MANAJEMEN PERKANTORAN,Sarjana,44,704,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334071,PENDIDIKAN EKONOMI,Sarjana,53,513,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334072,MANAJEMEN,Sarjana,60,2147,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334073,AKUNTANSI,Sarjana,66,1503,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334074,PERPUSTAKAAN DAN SAINS INFORMASI,Sarjana,25,373,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334075,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,40,285,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334076,PENDIDIKAN SOSIOLOGI,Sarjana,43,455,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334077,PENDIDIKAN GURU SEKOLAH DASAR PENDIDIKAN JASMANI,Sarjana,67,150,Pendidikan Jasmani dan Olahraga,UNIVERSITAS PENDIDIKAN INDONESIA
334078,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,110,1063,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334079,PENDIDIKAN ANAK USIA DINI,Sarjana,80,305,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334087,ILMU KOMUNIKASI,Sarjana,33,2212,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334089,ILMU EKONOMI DAN KEUANGAN ISLAM,Sarjana,53,592,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334092,PENDIDIKAN BAHASA KOREA,Sarjana,24,624,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334093,KEWIRAUSAHAAN,Sarjana,60,310,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334094,SAINS INFORMASI GEOGRAFI,Sarjana,53,366,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334095,DESAIN KOMUNIKASI VISUAL,Sarjana,50,952,"Seni Rupa, Desain, dan Kriya",UNIVERSITAS PENDIDIKAN INDONESIA
334096,PENDIDIKAN PARIWISATA,Sarjana,43,518,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334097,FILM DAN TELEVISI,Sarjana,40,402,Film dan Televisi,UNIVERSITAS PENDIDIKAN INDONESIA
334098,BISNIS DIGITAL,Sarjana,46,750,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334099,MUSIK,Sarjana,30,148,Musik,UNIVERSITAS PENDIDIKAN INDONESIA
334100,INDUSTRI PARIWISATA,Sarjana,120,410,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
334101,DESAIN PRODUK INDUSTRI,Sarjana,28,53,"Seni Rupa, Desain, dan Kriya",UNIVERSITAS PENDIDIKAN INDONESIA
334036,SURVEI PEMETAAN DAN INFORMASI GEOGRAFIS,Sarjana Terapan,43,257,Tidak Ada,UNIVERSITAS PENDIDIKAN INDONESIA
335001,TARI,Sarjana,32,97,Tari,ISBI BANDUNG
335002,KARAWITAN,Sarjana,45,92,Seni Karawitan,ISBI BANDUNG
335003,TEATER,Sarjana,36,23,Teater,ISBI BANDUNG
335004,SENI MURNI,Sarjana,24,118,"Seni Rupa, Desain, dan Kriya",ISBI BANDUNG
335005,ANTROPOLOGI BUDAYA,Sarjana,36,194,Tidak Ada,ISBI BANDUNG
335006,ANGKLUNG DAN MUSIK BAMBU,Sarjana Terapan,18,13,Musik,ISBI BANDUNG
335007,TARI SUNDA,Sarjana Terapan,14,6,Tari,ISBI BANDUNG
335008,FILM DAN TELEVISI,Sarjana Terapan,36,239,Film dan Televisi,ISBI BANDUNG
335009,TATA RIAS DAN BUSANA,Sarjana Terapan,24,71,"Seni Rupa, Desain, dan Kriya",ISBI BANDUNG
335010,KRIYA,Diploma Tiga,14,15,"Seni Rupa, Desain, dan Kriya",ISBI BANDUNG
341001,AGRIBISNIS,Sarjana,54,816,Tidak Ada,INSTITUT PERTANIAN BOGOR
341002,AGRONOMI DAN HORTIKULTURA,Sarjana,68,534,Tidak Ada,INSTITUT PERTANIAN BOGOR
341003,ARSITEKTUR LANSEKAP,Sarjana,30,449,Tidak Ada,INSTITUT PERTANIAN BOGOR
341004,BIOKIMIA,Sarjana,33,367,Tidak Ada,INSTITUT PERTANIAN BOGOR
341005,BIOLOGI,Sarjana,33,298,Tidak Ada,INSTITUT PERTANIAN BOGOR
341006,EKONOMI SUMBER DAYA DAN LINGKUNGAN,Sarjana,39,513,Tidak Ada,INSTITUT PERTANIAN BOGOR
341007,ILMU DAN TEKNIK KELAUTAN,Sarjana,39,482,Tidak Ada,INSTITUT PERTANIAN BOGOR
341008,ILMU KOMPUTER,Sarjana,51,1308,Tidak Ada,INSTITUT PERTANIAN BOGOR
341009,KEDOKTERAN HEWAN,Sarjana,66,910,Tidak Ada,INSTITUT PERTANIAN BOGOR
341010,KIMIA,Sarjana,36,283,Tidak Ada,INSTITUT PERTANIAN BOGOR
341011,KOMUNIKASI DAN PENGEMBANGAN MASYARAKAT,Sarjana,53,1122,Tidak Ada,INSTITUT PERTANIAN BOGOR
341012,KONSERVASI SUMBER DAYA HUTAN DAN EKOWISATA,Sarjana,42,501,Tidak Ada,INSTITUT PERTANIAN BOGOR
341013,MANAJEMEN HUTAN,Sarjana,42,401,Tidak Ada,INSTITUT PERTANIAN BOGOR
341014,STATISTIKA DAN SAINS DATA,Sarjana,36,838,Tidak Ada,INSTITUT PERTANIAN BOGOR
341015,TEKNIK PERTANIAN DAN BIOSISTEM,Sarjana,36,343,Tidak Ada,INSTITUT PERTANIAN BOGOR
341016,TEKNOLOGI HASIL HUTAN,Sarjana,30,305,Tidak Ada,INSTITUT PERTANIAN BOGOR
341017,TEKNIK INDUSTRI PERTANIAN,Sarjana,39,544,Tidak Ada,INSTITUT PERTANIAN BOGOR
341018,TEKNOLOGI PANGAN,Sarjana,39,1002,Tidak Ada,INSTITUT PERTANIAN BOGOR
341019,NUTRISI DAN TEKNOLOGI PAKAN,Sarjana,48,430,Tidak Ada,INSTITUT PERTANIAN BOGOR
341020,TEKNOLOGI PRODUKSI TERNAK,Sarjana,36,281,Tidak Ada,INSTITUT PERTANIAN BOGOR
341021,TEKNIK SIPIL DAN LINGKUNGAN,Sarjana,30,725,Tidak Ada,INSTITUT PERTANIAN BOGOR
341022,TEKNOLOGI DAN MANAJEMEN PERIKANAN BUDIDAYA,Sarjana,36,297,Tidak Ada,INSTITUT PERTANIAN BOGOR
341023,EKONOMI PEMBANGUNAN,Sarjana,39,490,Tidak Ada,INSTITUT PERTANIAN BOGOR
341024,MANAJEMEN,Sarjana,54,1642,Tidak Ada,INSTITUT PERTANIAN BOGOR
341025,GIZI,Sarjana,30,1174,Tidak Ada,INSTITUT PERTANIAN BOGOR
341026,EKONOMI SYARIAH,Sarjana,39,492,Tidak Ada,INSTITUT PERTANIAN BOGOR
341027,MANAJEMEN SUMBER DAYA LAHAN,Sarjana,26,281,Tidak Ada,INSTITUT PERTANIAN BOGOR
341028,PROTEKSI TANAMAN,Sarjana,30,221,Tidak Ada,INSTITUT PERTANIAN BOGOR
341029,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,30,288,Tidak Ada,INSTITUT PERTANIAN BOGOR
341030,TEKNOLOGI HASIL PERAIRAN,Sarjana,30,218,Tidak Ada,INSTITUT PERTANIAN BOGOR
341031,TEKNOLOGI DAN MANAJEMEN PERIKANAN TANGKAP,Sarjana,30,332,Tidak Ada,INSTITUT PERTANIAN BOGOR
341032,SILVIKULTUR,Sarjana,33,307,Tidak Ada,INSTITUT PERTANIAN BOGOR
341033,METEOROLOGI TERAPAN,Sarjana,30,267,Tidak Ada,INSTITUT PERTANIAN BOGOR
341034,MATEMATIKA,Sarjana,30,258,Tidak Ada,INSTITUT PERTANIAN BOGOR
341035,FISIKA,Sarjana,36,198,Tidak Ada,INSTITUT PERTANIAN BOGOR
341036,ILMU KELUARGA DAN KONSUMEN,Sarjana,36,486,Tidak Ada,INSTITUT PERTANIAN BOGOR
341037,BISNIS,Sarjana,69,1268,Tidak Ada,INSTITUT PERTANIAN BOGOR
341038,TEKNOLOGI HASIL TERNAK,Sarjana,30,291,Tidak Ada,INSTITUT PERTANIAN BOGOR
341039,ILMU AKTUARIA,Sarjana,24,426,Tidak Ada,INSTITUT PERTANIAN BOGOR
341042,KOMUNIKASI DIGITAL DAN MEDIA,Sarjana Terapan,84,1298,Tidak Ada,INSTITUT PERTANIAN BOGOR
341044,EKOWISATA,Sarjana Terapan,30,236,Tidak Ada,INSTITUT PERTANIAN BOGOR
341046,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,42,446,Tidak Ada,INSTITUT PERTANIAN BOGOR
341047,TEKNOLOGI REKAYASA KOMPUTER,Sarjana Terapan,42,211,Tidak Ada,INSTITUT PERTANIAN BOGOR
341048,SUPERVISOR JAMINAN MUTU PANGAN,Sarjana Terapan,42,243,Tidak Ada,INSTITUT PERTANIAN BOGOR
341049,MANAJEMEN INDUSTRI JASA MAKANAN DAN GIZI,Sarjana Terapan,42,482,Tidak Ada,INSTITUT PERTANIAN BOGOR
341050,TEKNOLOGI DAN MANAJEMEN PEMBENIHAN IKAN,Sarjana Terapan,21,58,Tidak Ada,INSTITUT PERTANIAN BOGOR
341052,TEKNOLOGI DAN MANAJEMEN TERNAK,Sarjana Terapan,21,114,Tidak Ada,INSTITUT PERTANIAN BOGOR
341054,MANAJEMEN AGRIBISNIS,Sarjana Terapan,84,572,Tidak Ada,INSTITUT PERTANIAN BOGOR
341056,MANAJEMEN INDUSTRI,Sarjana Terapan,42,436,Tidak Ada,INSTITUT PERTANIAN BOGOR
341057,ANALISIS KIMIA,Sarjana Terapan,42,255,Tidak Ada,INSTITUT PERTANIAN BOGOR
341058,TEKNIK DAN MANAJEMEN LINGKUNGAN,Sarjana Terapan,42,219,Tidak Ada,INSTITUT PERTANIAN BOGOR
341059,AKUNTANSI,Sarjana Terapan,84,871,Tidak Ada,INSTITUT PERTANIAN BOGOR
341060,PARAMEDIK VETERINER,Sarjana Terapan,21,102,Tidak Ada,INSTITUT PERTANIAN BOGOR
341061,TEKNOLOGI PRODUKSI DAN MANAJEMEN PERKEBUNAN,Sarjana Terapan,32,94,Tidak Ada,INSTITUT PERTANIAN BOGOR
341062,TEKNOLOGI PRODUKSI DAN PENGEMBANGAN MASYARAKAT PERTANIAN,Sarjana Terapan,21,78,Tidak Ada,INSTITUT PERTANIAN BOGOR
342001,PENDIDIKAN MATEMATIKA,Sarjana,89,276,Tidak Ada,UNIVERSITAS SILIWANGI
342002,PENDIDIKAN BIOLOGI,Sarjana,86,268,Tidak Ada,UNIVERSITAS SILIWANGI
342003,AGROTEKNOLOGI,Sarjana,77,347,Tidak Ada,UNIVERSITAS SILIWANGI
342004,AGRIBISNIS,Sarjana,98,524,Tidak Ada,UNIVERSITAS SILIWANGI
342005,TEKNIK SIPIL,Sarjana,77,525,Tidak Ada,UNIVERSITAS SILIWANGI
342006,TEKNIK ELEKTRO,Sarjana,54,205,Tidak Ada,UNIVERSITAS SILIWANGI
342007,TEKNIK INFORMATIKA,Sarjana,108,957,Tidak Ada,UNIVERSITAS SILIWANGI
342008,KESEHATAN MASYARAKAT,Sarjana,95,890,Tidak Ada,UNIVERSITAS SILIWANGI
342009,PENDIDIKAN FISIKA,Sarjana,58,119,Tidak Ada,UNIVERSITAS SILIWANGI
342010,GIZI,Sarjana,80,723,Tidak Ada,UNIVERSITAS SILIWANGI
342011,PENDIDIKAN MASYARAKAT,Sarjana,85,372,Tidak Ada,UNIVERSITAS SILIWANGI
342012,PENDIDIKAN EKONOMI,Sarjana,85,347,Tidak Ada,UNIVERSITAS SILIWANGI
342013,PENDIDIKAN GEOGRAFI,Sarjana,85,253,Tidak Ada,UNIVERSITAS SILIWANGI
342014,PENDIDIKAN SEJARAH,Sarjana,100,337,Tidak Ada,UNIVERSITAS SILIWANGI
342015,PENDIDIKAN JASMANI,Sarjana,173,339,Pendidikan Jasmani dan Olahraga,UNIVERSITAS SILIWANGI
342016,EKONOMI PEMBANGUNAN,Sarjana,170,713,Tidak Ada,UNIVERSITAS SILIWANGI
342017,MANAJEMEN,Sarjana,208,1403,Tidak Ada,UNIVERSITAS SILIWANGI
342018,AKUNTANSI,Sarjana,175,907,Tidak Ada,UNIVERSITAS SILIWANGI
342020,EKONOMI SYARIAH,Sarjana,117,460,Tidak Ada,UNIVERSITAS SILIWANGI
342021,ILMU POLITIK,Sarjana,118,438,Tidak Ada,UNIVERSITAS SILIWANGI
342022,PENDIDIKAN BAHASA INDONESIA,Sarjana,90,581,Tidak Ada,UNIVERSITAS SILIWANGI
342023,PENDIDIKAN BAHASA INGGRIS,Sarjana,108,455,Tidak Ada,UNIVERSITAS SILIWANGI
342025,SISTEM INFORMASI,Sarjana,57,488,Tidak Ada,UNIVERSITAS SILIWANGI
342024,PERBANKAN DAN KEUANGAN,Diploma Tiga,126,293,Tidak Ada,UNIVERSITAS SILIWANGI
351001,BIOLOGI,Sarjana,120,438,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351002,KIMIA,Sarjana,80,232,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351003,MATEMATIKA,Sarjana,80,381,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351004,FISIKA,Sarjana,80,175,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351005,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,64,362,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351006,AKUAKULTUR,Sarjana,64,282,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351007,TEKNIK PERTANIAN,Sarjana,80,470,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351008,TEKNIK ELEKTRO,Sarjana,64,613,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351009,TEKNIK SIPIL,Sarjana,64,883,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351010,PENDIDIKAN DOKTER,Sarjana,60,2184,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351011,KESEHATAN MASYARAKAT,Sarjana,64,1321,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351012,KEPERAWATAN,Sarjana,64,1622,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351013,FARMASI,Sarjana,64,1793,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351014,TEKNIK GEOLOGI,Sarjana,52,523,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351015,ILMU KELAUTAN,Sarjana,64,406,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351016,AGROTEKNOLOGI,Sarjana,120,896,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351017,AGRIBISNIS,Sarjana,78,816,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351018,TEKNOLOGI PANGAN,Sarjana,80,836,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351019,PETERNAKAN,Sarjana,120,784,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351020,TEKNIK INFORMATIKA,Sarjana,64,1655,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351021,KEDOKTERAN GIGI,Sarjana,24,847,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351022,GIZI,Sarjana,64,1433,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351023,PENDIDIKAN JASMANI,Sarjana,64,372,Pendidikan Jasmani dan Olahraga,UNIVERSITAS JENDERAL SOEDIRMAN
351024,TEKNIK INDUSTRI,Sarjana,52,1121,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351025,ILMU HUKUM,Sarjana,118,1785,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351026,SOSIOLOGI,Sarjana,80,692,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351027,ADMINISTRASI PUBLIK,Sarjana,76,1097,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351028,MANAJEMEN,Sarjana,56,1778,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351029,EKONOMI PEMBANGUNAN,Sarjana,56,799,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351030,AKUNTANSI,Sarjana,56,1364,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351031,ILMU KOMUNIKASI,Sarjana,80,1703,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351032,ILMU POLITIK,Sarjana,60,527,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351033,SASTRA INDONESIA,Sarjana,56,464,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351034,SASTRA INGGRIS,Sarjana,56,647,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351035,ILMU HUBUNGAN INTERNASIONAL,Sarjana,64,930,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351036,SASTRA JEPANG,Sarjana,56,549,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351037,PENDIDIKAN EKONOMI,Sarjana,40,406,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351038,PENDIDIKAN BAHASA INDONESIA,Sarjana,56,775,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351039,PENDIDIKAN BAHASA INGGRIS,Sarjana,56,554,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351040,ADMINISTRASI BISNIS,Diploma Tiga,36,230,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351041,BAHASA MANDARIN,Diploma Tiga,40,31,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351042,BUDI DAYA IKAN,Diploma Tiga,48,39,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351043,AGRIBISNIS,Diploma Tiga,48,89,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351044,PERENCANAAN SUMBER DAYA LAHAN,Diploma Tiga,48,29,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351046,BAHASA INGGRIS,Diploma Tiga,56,57,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351048,AKUNTANSI,Diploma Tiga,36,152,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351049,BISNIS INTERNASIONAL,Diploma Tiga,36,89,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351051,ADMINISTRASI PERKANTORAN,Diploma Tiga,36,274,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
351052,BUDI DAYA TERNAK,Diploma Tiga,80,85,Tidak Ada,UNIVERSITAS JENDERAL SOEDIRMAN
352001,AGROTEKNOLOGI,Sarjana,75,390,Tidak Ada,UNIVERSITAS TIDAR
352002,TEKNIK SIPIL,Sarjana,60,472,Tidak Ada,UNIVERSITAS TIDAR
352003,TEKNIK MESIN,Sarjana,80,331,Tidak Ada,UNIVERSITAS TIDAR
352004,TEKNIK ELEKTRO,Sarjana,60,268,Tidak Ada,UNIVERSITAS TIDAR
352005,PETERNAKAN,Sarjana,75,319,Tidak Ada,UNIVERSITAS TIDAR
352006,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,80,195,Tidak Ada,UNIVERSITAS TIDAR
352007,PENDIDIKAN BIOLOGI,Sarjana,80,228,Tidak Ada,UNIVERSITAS TIDAR
352008,PENDIDIKAN MATEMATIKA,Sarjana,80,281,Tidak Ada,UNIVERSITAS TIDAR
352009,AKUAKULTUR,Sarjana,75,177,Tidak Ada,UNIVERSITAS TIDAR
352010,EKONOMI PEMBANGUNAN,Sarjana,100,609,Tidak Ada,UNIVERSITAS TIDAR
352011,ADMINISTRASI NEGARA,Sarjana,100,624,Tidak Ada,UNIVERSITAS TIDAR
352012,PENDIDIKAN BAHASA INGGRIS,Sarjana,100,379,Tidak Ada,UNIVERSITAS TIDAR
352013,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,100,624,Tidak Ada,UNIVERSITAS TIDAR
352014,ILMU HUKUM,Sarjana,115,621,Tidak Ada,UNIVERSITAS TIDAR
352015,MANAJEMEN,Sarjana,100,981,Tidak Ada,UNIVERSITAS TIDAR
352016,ILMU KOMUNIKASI,Sarjana,100,1012,Tidak Ada,UNIVERSITAS TIDAR
352017,AKUNTANSI,Sarjana,100,698,Tidak Ada,UNIVERSITAS TIDAR
352020,PARIWISATA,Sarjana,65,458,Tidak Ada,UNIVERSITAS TIDAR
352021,TEKNOLOGI PANGAN,Sarjana,50,250,Tidak Ada,UNIVERSITAS TIDAR
352022,TEKNOLOGI INFORMASI,Sarjana,40,365,Tidak Ada,UNIVERSITAS TIDAR
352023,TEKNIK MEKATRONIKA,Sarjana,40,50,Tidak Ada,UNIVERSITAS TIDAR
352024,TEKNIK INDUSTRI,Sarjana,40,236,Tidak Ada,UNIVERSITAS TIDAR
352025,AGRIBISNIS,Sarjana,50,270,Tidak Ada,UNIVERSITAS TIDAR
352026,GIZI,Sarjana,50,487,Tidak Ada,UNIVERSITAS TIDAR
352019,TEKNOLOGI REKAYASA PERANCANGAN MANUFAKTUR,Sarjana Terapan,40,41,Tidak Ada,UNIVERSITAS TIDAR
352018,AKUNTANSI,Diploma Tiga,75,158,Tidak Ada,UNIVERSITAS TIDAR
353001,KEDOKTERAN,Sarjana,77,3551,Tidak Ada,UNIVERSITAS SEBELAS MARET
353002,PSIKOLOGI,Sarjana,91,3208,Tidak Ada,UNIVERSITAS SEBELAS MARET
353003,AGROEKOTEKNOLOGI,Sarjana,63,740,Tidak Ada,UNIVERSITAS SEBELAS MARET
353004,AGRIBISNIS,Sarjana,56,765,Tidak Ada,UNIVERSITAS SEBELAS MARET
353005,PETERNAKAN,Sarjana,84,801,Tidak Ada,UNIVERSITAS SEBELAS MARET
353006,ILMU DAN TEKNOLOGI PANGAN,Sarjana,42,925,Tidak Ada,UNIVERSITAS SEBELAS MARET
353007,TEKNIK SIPIL,Sarjana,63,1357,Tidak Ada,UNIVERSITAS SEBELAS MARET
353008,ARSITEKTUR,Sarjana,35,860,Tidak Ada,UNIVERSITAS SEBELAS MARET
353009,TEKNIK INDUSTRI,Sarjana,46,1150,Tidak Ada,UNIVERSITAS SEBELAS MARET
353010,TEKNIK MESIN,Sarjana,53,834,Tidak Ada,UNIVERSITAS SEBELAS MARET
353011,TEKNIK KIMIA,Sarjana,42,417,Tidak Ada,UNIVERSITAS SEBELAS MARET
353012,MATEMATIKA,Sarjana,32,264,Tidak Ada,UNIVERSITAS SEBELAS MARET
353013,FISIKA,Sarjana,32,154,Tidak Ada,UNIVERSITAS SEBELAS MARET
