ID,NAMA,PEMINAT 2023,Description,for_who,Mata Kuliah,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Teknologi,Bisnis dan Ekonomi,Seni,Sastra dan Linguistik,Pendidikan,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum
131,ADMINISTRASI BISNIS TERAPAN,1424,"Jurusan Administrasi Bisnis Terapan merupakan program studi yang mengkombinasikan bidang administrasi bisnis dengan penerapan praktis di dunia nyata. Mahasiswa yang mengambil jurusan ini akan mempelajari berbagai konsep dan teori dalam manajemen bisnis, keuangan, pemasaran, sumber daya manusia, dan lain sebagainya. Mereka juga akan dilatih untuk mengembangkan keterampilan praktis dalam mengelola bisnis dan organisasi, melakukan analisis pasar, merencanakan strategi bisnis, dan mengimplementasikan keputusan yang tepat. Jurusan ini membekali mahasiswa dengan pengetahuan dan keterampilan yang dibutuhkan untuk sukses dalam dunia bisnis yang kompetitif dan dinamis.","Jurusan Administrasi Bisnis Terapan cocok untuk orang yang menyukai bidang administrasi, manajemen, dan bisnis. Mereka yang memilih jurusan ini biasanya memiliki minat dalam mengelola serta mengkoordinasikan suatu entitas bisnis, baik itu perusahaan maupun organisasi. Mereka juga senang melakukan perencanaan, pengorganisasian, serta pengawasan dalam menjalankan berbagai aktivitas bisnis. Selain itu, mereka juga tertarik untuk mempelajari strategi-strategi bisnis yang efektif dan efisien untuk mencapai tujuan perusahaan. Jurusan ini memberikan pemahaman yang mendalam mengenai berbagai aspek bisnis dan kemampuan untuk mengembangkan keterampilan manajerial yang dibutuhkan dalam dunia kerja.","1. Administrasi Bisnis
2. Akuntansi Keuangan
3. Manajemen Sumber Daya Manusia
4. Pemasaran
5. Manajemen Operasional
6. Komunikasi Bisnis
7. Kewirausahaan
8. Ekonomi Bisnis
9. Manajemen Strategik
10. Keuangan Bisnis",0.40,0.00,0.00,0.20,0.00,0.00,0.10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.20,0.40
132,DESAIN GRAFIS,1334,"Desain Grafis adalah jurusan kuliah yang mempelajari tentang seni dan teknik untuk menciptakan desain visual yang komunikatif dan estetis. Di jurusan ini, mahasiswa akan belajar tentang penggunaan alat-alat desain seperti Adobe Photoshop, Illustrator, dan InDesign untuk membuat karya-karya visual seperti poster, brosur, logo, dan desain web. Selain itu, mahasiswa juga akan mempelajari konsep dasar desain, komposisi visual, warna, tipografi, dan teknik editing foto. Jurusan Desain Grafis merupakan pilihan yang sangat cocok bagi mereka yang memiliki minat dan bakat dalam seni dan kreativitas visual.","Jurusan desain grafis adalah jurusan untuk orang yang menyukai seni, kreativitas, dan teknologi. Para mahasiswa di jurusan ini akan belajar tentang cara mengkomunikasikan pesan menggunakan elemen grafis, seperti tipografi, warna, gambar, dan komposisi. Mereka akan belajar menggunakan berbagai perangkat lunak desain seperti Adobe Illustrator, Photoshop, dan InDesign untuk menciptakan karya-karya visual yang menarik dan efektif. Selain itu, mereka juga akan belajar tentang desain branding, packaging, logo, dan multimedia. Jurusan ini cocok untuk orang yang memiliki imajinasi tinggi, kemampuan visual yang baik, dan kemauan untuk terus belajar dan berkembang dalam industri kreatif.","1. Pengantar Desain Grafis
2. Fotografi Digital
3. Desain Komunikasi Visual
4. Ilustrasi
5. Tipografi
6. Desain Interaksi
7. Pemodelan 3D
8. Animasi
9. Desain Packaging
10. Desain Web",0.20,0.00,0.00,0.20,0.10,0.00,0.60,0.10,1.00,0.20,0.10,0.00,0.00,0.00,0.10,0.00,0.00
133,PENDIDIKAN ILMU PENGETAHUAN ALAM,1334,"Jurusan Pendidikan Ilmu Pengetahuan Alam merupakan salah satu jurusan yang memberikan pemahaman mendalam mengenai konsep-konsep ilmiah dalam berbagai bidang seperti fisika, kimia, biologi, dan matematika. Mahasiswa jurusan ini akan belajar tentang teori-teori ilmiah, metode penelitian ilmiah, serta penerapan ilmu pengetahuan alam dalam kehidupan sehari-hari. Mereka juga akan dibekali dengan keterampilan untuk mengembangkan materi pembelajaran yang menarik dan efektif dalam menciptakan generasi yang memiliki pemahaman yang kuat tentang ilmu pengetahuan alam. Selain itu, lulusan jurusan ini juga diharapkan mampu menjadi pengajar atau pengembang kurikulum yang berkualitas dalam pendidikan ilmu pengetahuan alam.","Jurusan Pendidikan Ilmu Pengetahuan Alam adalah jurusan untuk orang yang menyukai ilmu pengetahuan alam termasuk fisika, kimia, biologi, dan matematika. Orang yang memilih jurusan ini biasanya memiliki minat dan bakat dalam memahami fenomena alam dan ingin memahami cara kerja alam semesta secara lebih mendalam. Mereka juga biasanya tertarik untuk memecahkan berbagai masalah yang berkaitan dengan lingkungan, sumber daya alam, dan keberlanjutan. Melalui jurusan ini, mereka dapat mengembangkan pengetahuan dan keterampilan yang diperlukan untuk berkontribusi dalam bidang ilmu pengetahuan alam dan mengeksplorasi berbagai potensi yang ada di alam.","1. Biologi
2. Kimia
3. Fisika
4. Matematika
5. Geografi
6. Astronomi
7. Ekologi
8. Zoologi
9. Botani
10. Mikrobiologi",0.90,1.00,0.80,0.00,0.80,0.60,0.40,0.00,0.00,0.00,0.80,0.60,0.00,0.60,0.10,0.00,0.00
134,PENDIDIKAN TEKNIK MESIN,1319,"Jurusan Pendidikan Teknik Mesin merupakan program studi yang mempelajari tentang penerapan ilmu teknik mesin dan pendidikan di bidang pendidikan. Mahasiswa jurusan ini akan mempelajari berbagai materi mengenai teknik mesin, seperti perancangan, produksi, dan pemeliharaan mesin, serta juga belajar metode pengajaran dan pembelajaran yang efektif untuk mengajarkan ilmu teknik mesin kepada siswa. Selain itu, mahasiswa jurusan ini juga akan dilatih untuk mengembangkan kemampuan dalam merancang materi pembelajaran yang menarik dan mudah dipahami oleh siswa. Dengan demikian, lulusan jurusan Pendidikan Teknik Mesin diharapkan dapat menjadi guru yang berkualitas dalam mengajarkan ilmu teknik mesin kepada generasi penerus di masa depan.","Jurusan teknik mesin adalah jurusan yang cocok untuk orang-orang yang tertarik dan memiliki minat dalam bidang teknik dan rekayasa. Mereka yang memilih jurusan ini biasanya memiliki ketertarikan dalam pembuatan, perancangan, dan pemeliharaan mesin-mesin serta alat-alat teknik lainnya. Mereka harus memiliki keinginan untuk memahami prinsip-prinsip dasar mesin dan sifat material, serta ketekunan dalam menyelesaikan masalah teknis. Selain itu, mereka juga harus memiliki ketelitian, kecermatan, dan kreativitas dalam menyelesaikan tugas-tugas teknis. Jurusan ini memberikan pengetahuan dan keterampilan yang memadai untuk menjadi seorang ahli teknik mesin yang handal dan profesional.","1. Teknik Pemeliharaan Mesin
2. Gambar Teknik
3. Material Teknik
4. Konversi Energi
5. Sistem Kontrol
6. Proses Manufaktur
7. Statistik Teknik
8. Proyek Perancangan
9. Ergonomi
10. Metode Numerik",0.70,0.80,0.40,0.00,0.00,0.30,0.30,0.00,0.20,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00
135,TEKNOLOGI HASIL PERIKANAN,1302,"Teknologi Hasil Perikanan merupakan jurusan kuliah yang mempelajari tentang proses teknologi yang digunakan dalam pengolahan hasil perikanan. Mahasiswa jurusan ini akan belajar mengenai metode-metode pengawetan, pengolahan, dan packaging produk-produk perikanan. Mereka juga akan mempelajari tentang sanitasi, keamanan pangan, dan manajemen produksi dalam industri perikanan. Secara umum, jurusan ini bertujuan untuk menghasilkan lulusan yang kompeten dalam mengembangkan inovasi teknologi dalam industri perikanan untuk meningkatkan kualitas dan nilai produk perikanan.","Jurusan Teknologi Hasil Perikanan adalah jurusan yang diperuntukkan bagi mereka yang memiliki minat dan passion dalam pengembangan teknologi dan inovasi di bidang perikanan. Para mahasiswa jurusan ini akan belajar tentang proses pengolahan hasil perikanan, pengembangan produk perikanan, manajemen sumber daya perikanan, dan teknik penangkapan ikan yang berkelanjutan. Mereka juga akan mempelajari tentang keamanan pangan, kualitas produk perikanan, dan peningkatan nilai tambah melalui inovasi teknologi. Jurusan ini memberikan kesempatan bagi para mahasiswa untuk berkontribusi pada peningkatan produktivitas dan kesejahteraan industri perikanan melalui teknologi yang mereka kembangkan.","1. Pemrosesan Hasil Perikanan
2. Teknik Penangkapan Ikan
3. Budidaya Perairan
4. Pengolahan Limbah Perikanan
5. Ekonomi Kelautan
6. Penelitian Perikanan
7. Kesehatan Ikan
8. Ilmu Kelautan
9. Pengelolaan Sumber Daya Perikanan
10. Komunikasi Perikanan",0.10,0.30,0.10,0.00,0.40,0.10,0.30,0.30,0.00,0.00,0.00,0.60,0.00,0.20,0.20,0.00,0.00
136,KOMUNIKASI DIGITAL DAN MEDIA,1298," jurusan Komunikasi Digital dan Media adalah program studi yang mempelajari berbagai aspek dalam dunia digital dan media, termasuk strategi komunikasi, produksi konten digital, analisis media, dan penggunaan teknologi digital dalam berkomunikasi. Mahasiswa jurusan ini akan mempelajari teori-teori komunikasi, pengembangan keterampilan desain grafis dan multimedia, serta praktik dalam penerapan teknologi informasi dalam pembuatan konten digital. Jurusan ini juga menekankan pentingnya pemahaman tentang media baru, seperti media sosial, dan bagaimana media tersebut memengaruhi cara kita berkomunikasi dan berinteraksi dalam masyarakat modern. Dengan demikian, lulusan jurusan Komunikasi Digital dan Media diharapkan memiliki pengetahuan dan keterampilan yang dibutuhkan untuk bekerja di berbagai industri yang membutuhkan keahlian dalam komunikasi digital dan media.","Jurusan Komunikasi Digital dan Media adalah jurusan yang cocok bagi orang yang tertarik dengan teknologi komunikasi modern serta media digital. Orang yang mengambil jurusan ini biasanya memiliki minat dalam memahami bagaimana teknologi dapat memengaruhi cara kita berkomunikasi, mengakses informasi, dan membangun hubungan sosial. Mereka juga gemar mengikuti perkembangan di dunia media digital, seperti social media, content creation, dan digital marketing. Jurusan ini memberikan peluang untuk belajar tentang teori dan praktik komunikasi digital, serta kemampuan untuk mengembangkan keterampilan dalam bidang tersebut untuk bersaing di dunia kerja yang semakin digital.","1. Komunikasi Digital
2. Desain Grafis
3. Bahasa Pemrograman
4. Web Development
5. Social Media Marketing
6. Fotografi Digital
7. Content Creation
8. E-commerce
9. Jurnalistik Online
10. Multimedia Design",0.10,0.00,0.00,0.20,0.00,0.00,0.80,0.40,0.20,0.10,0.00,0.00,0.00,0.00,0.80,0.00,0.10
137,AKUAKULTUR,1296,"Akuakultur adalah jurusan yang mempelajari teknik budidaya dan pemeliharaan organisme air seperti ikan, udang, kerang, dan ganggang laut. Mahasiswa jurusan ini akan belajar tentang berbagai teknik budidaya air, manajemen lingkungan akuatik, pakan dan nutrisi, kesehatan ikan, serta penanggulangan penyakit. Selain itu, mereka juga akan mempelajari tentang keberlanjutan ekosistem akuatik dan peran penting akuakultur dalam memenuhi kebutuhan protein hewani secara berkelanjutan. Jurusan ini menawarkan peluang karir di bidang pengelolaan perikanan, penelitian akuakultur, konservasi sumber daya akuatik, dan bisnis budidaya ikan.","Akuakultur adalah jurusan yang cocok untuk orang yang menyukai perikanan, biologi laut, dan lingkungan. Dalam program ini, mahasiswa akan belajar tentang budidaya organisme air seperti ikan, kerang, dan rumput laut. Mereka juga akan mempelajari bagaimana menjaga keseimbangan ekosistem air, mengurangi polusi, dan meningkatkan efisiensi produksi perikanan. Selain itu, mereka akan terlibat dalam penelitian dan pengembangan teknologi terbaru dalam industri akuakultur. Pilihan karir bagi lulusan jurusan ini sangat beragam, mulai dari manajer operasional perikanan hingga ahli konservasi laut. Jadi, jika Anda adalah orang yang peduli akan lingkungan laut dan tertarik dalam industri perikanan, maka jurusan ini adalah pilihan yang tepat untuk Anda.","1. Budidaya Perairan
2. Teknologi Budidaya Udang
3. Teknologi Pengolahan Air
4. Akuakultur Perikanan
5. Manajemen Sumber Daya Perairan
6. Pemeliharaan Budidaya Ikan
7. Ekologi Perairan
8. Pengelolaan Lingkungan Perairan
9. Pemeliharaan Organisme Air
10. Metode Penelitian Perikanan",0.20,0.30,0.00,0.00,0.70,0.10,0.10,0.00,0.00,0.00,0.00,0.70,0.10,0.30,0.00,0.00,0.00
138,SISTEM DAN TEKNOLOGI INFORMASI,1294,"Jurusan kuliah Sistem dan Teknologi Informasi merupakan program studi yang menawarkan penguasaan dalam bidang teknologi informasi, sistem informasi, dan komputer. Para mahasiswa akan mempelajari berbagai konsep dasar seperti pemrograman, jaringan komputer, basis data, keamanan informasi, analisis dan desain sistem, serta manajemen proyek teknologi informasi. Jurusan ini bertujuan untuk menghasilkan lulusan yang kompeten dalam mengelola sistem informasi dan teknologi informasi guna mendukung berbagai kebutuhan bisnis dan organisasi. Lulusan jurusan Sistem dan Teknologi Informasi dapat bekerja sebagai analis sistem, developer perangkat lunak, administrator database, spesialis keamanan informasi, atau manajer TI.","Jurusan sistem dan teknologi informasi adalah jurusan yang cocok untuk orang yang menyukai teknologi, komputer, dan pengembangan sistem informasi. Para mahasiswa di jurusan ini akan belajar tentang perancangan, pengembangan, implementasi, dan manajemen sistem informasi yang melibatkan teknologi terkini. Mereka juga akan mempelajari cara mengelola data dan informasi secara efisien serta mengoptimalkan penggunaan teknologi informasi dalam berbagai bidang. Orang yang menyukai tantangan, pemecahan masalah, dan ingin terus berkembang di dunia teknologi akan merasa betah belajar di jurusan ini. Dengan pengetahuan dan keterampilan yang mereka dapatkan, lulusan jurusan ini memiliki peluang karir yang luas di berbagai industri teknologi dan informasi.","1. Sistem Informasi Manajemen
2. Database Management System
3. Analisis Sistem Informasi
4. Manajemen Proyek TI
5. Pengembangan Aplikasi Berbasis Web
6. Keamanan Informasi
7. Jaringan Komputer dan Komunikasi Data
8. Rekayasa Perangkat Lunak
9. Sistem Operasi
10. Teknologi Cloud Computing",0.70,0.30,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,BISNIS,1268," Bisnis adalah bidang studi yang berkaitan dengan pengelolaan perusahaan, analisis pasar, strategi pemasaran, keuangan, dan manajemen sumber daya manusia. Jurusan bisnis membantu mahasiswa untuk memahami bagaimana organisasi beroperasi, bagaimana mempengaruhi pasar, dan bagaimana mengambil keputusan strategis untuk mencapai tujuan perusahaan. Materi kuliah dalam jurusan bisnis meliputi manajemen, akuntansi, pemasaran, ekonomi, dan sumber daya manusia. Mahasiswa juga akan belajar tentang teknologi informasi, etika bisnis, dan pengembangan strategi untuk memenangkan persaingan dalam pasar global yang kompetitif. Jurusan bisnis sangat penting karena memberikan dasar pengetahuan yang diperlukan untuk menjadi seorang pemimpin yang sukses dalam dunia bisnis.","Jurusan BISNIS cocok untuk orang yang menyukai dunia bisnis, manajemen, dan strategi perusahaan. Mereka yang memilih jurusan ini biasanya memiliki minat dalam analisis pasar, pengambilan keputusan yang tepat, serta kepemimpinan dalam mengelola bisnis. Mereka juga tertarik dengan inovasi, pengembangan produk, dan strategi pemasaran yang efektif. Selain itu, orang yang memilih jurusan ini biasanya memiliki ambisi untuk mencapai kesuksesan dalam karir mereka, baik sebagai entrepreneur maupun dalam manajemen perusahaan. Melalui mata kuliah yang beragam dan praktik langsung, mahasiswa jurusan BISNIS akan siap bersaing di dunia kerja yang kompetitif.","1. Ekonomi
2. Akuntansi
3. Manajemen
4. Pemasaran
5. Keuangan
6. Sumber Daya Manusia
7. Perbankan
8. Bisnis Internasional
9. Kewirausahaan
10. Studi Pengembangan Bisnis",0.40,0.00,0.00,0.10,0.00,0.00,0.00,1.00,0.00,0.00,0.20,0.00,0.00,0.20,0.40,0.00,0.40
140,BIOTEKNOLOGI,1187,"Biologi dan Teknologi (Biotechnology) adalah bidang studi yang menggabungkan ilmu biologi dengan teknologi dalam rangka mengembangkan solusi untuk berbagai masalah kesehatan, lingkungan, dan industri. Jurusan ini membahas tentang aplikasi teknologi untuk memahami dan memanfaatkan proses biologi, seperti rekayasa genetika, bioproses, bioinformatika, dan biomedis. Para mahasiswa jurusan ini akan belajar tentang cara mengkombinasikan prinsip-prinsip biologi dengan teknik-teknik yang ada, sehingga dapat menciptakan inovasi-inovasi baru yang dapat membantu memecahkan tantangan-tantangan global. Dengan demikian, jurusan Biologi dan Teknologi mempersiapkan mahasiswa untuk berkontribusi dalam pengembangan ilmu pengetahuan dan teknologi yang berhubungan dengan biologi secara berkelanjutan.","Jurusan bioteknologi adalah pilihan yang tepat untuk orang yang menyukai ilmu kehidupan, khususnya dalam bidang biologi dan teknologi. Dengan keterampilan dan pengetahuan yang luas dalam manipulasi DNA, rekayasa genetika, dan produksi biomolekul, jurusan ini memungkinkan para mahasiswa untuk mengeksplorasi berbagai aplikasi dalam bidang kesehatan, pertanian, lingkungan, dan industri. Selain itu, mereka juga akan terlibat dalam penelitian dan pengembangan teknologi baru yang inovatif dan berkelanjutan. Dengan semangat dan minat yang kuat dalam sains dan penelitian, jurusan bioteknologi menjadi pilihan yang menarik bagi mereka yang ingin berkontribusi dalam memecahkan tantangan global melalui pemahaman mendalam terhadap kehidupan.","1. Biokimia
2. Genetika
3. Mikrobiologi
4. Rekayasa Genetika
5. Analisis Kimia
6. Ilmu Lingkungan
7. Pemodelan Molekuler
8. Bioproses
9. Bioteknologi Pangan
10. Farmakologi Genomiks",0.20,0.70,0.20,0.00,0.90,0.50,0.30,0.10,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00
141,ADMINISTRASI KESEHATAN,1179," ADMINISTRASI KESEHATAN adalah program studi yang bertujuan untuk memberikan pengetahuan dan keterampilan dalam mengelola berbagai aspek administrasi di bidang kesehatan. Para mahasiswa akan mempelajari tentang manajemen administrasi, kebijakan kesehatan, sistem informasi kesehatan, serta perencanaan dan evaluasi program kesehatan. Selain itu, mereka juga akan diajarkan tentang etika dan hukum dalam praktik kesehatan, serta keterampilan komunikasi dan kepemimpinan yang diperlukan untuk bekerja di industri kesehatan. Program ini akan mempersiapkan mahasiswa untuk bekerja sebagai administrator kesehatan di rumah sakit, pusat kesehatan, badan pemerintah yang mengatur kesehatan, atau perusahaan farmasi dan bioteknologi.","Jurusan Administrasi Kesehatan cocok untuk orang yang menyukai dunia kesehatan dan ingin berkontribusi dalam meningkatkan kualitas pelayanan kesehatan masyarakat. Dengan mempelajari berbagai aspek administrasi kesehatan, mahasiswa akan dapat mengembangkan keterampilan manajerial dan analitis yang dibutuhkan dalam mengelola sistem kesehatan. Mereka juga akan belajar tentang kebijakan kesehatan, manajemen rumah sakit, pembiayaan kesehatan, serta sistem informasi kesehatan. Jurusan ini memberikan kesempatan bagi para mahasiswa untuk berkarir sebagai manajer atau administrator di berbagai instansi kesehatan, seperti rumah sakit, puskesmas, asuransi kesehatan, ataupun lembaga pemerintah yang bergerak dalam bidang kesehatan.","1. Manajemen Kesehatan
2. Sistem Informasi Kesehatan
3. Biostatistika
4. Kebijakan Kesehatan
5. Manajemen Penyakit
6. Epidemiologi
7. Promosi Kesehatan
8. Sistem Kesehatan
9. Etika Kesehatan
10. Administrasi Rumah Sakit",0.10,0.20,0.00,0.20,0.10,0.10,0.30,0.50,0.00,0.00,0.00,0.00,0.80,0.00,0.50,0.00,0.00
