NAMA,PEMINAT 2023,Description,for_who,Mata Kuliah,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Teknologi,Bisnis dan Ekonomi,Seni,Sastra dan Linguistik,Pendidikan,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum
TEKNIK TELEKOMUNIKASI,1466," Jurusan Teknik Telekomunikasi adalah program studi yang fokus pada pengembangan dan implementasi teknologi dalam bidang telekomunikasi, seperti jaringan komunikasi, sistem telepon, dan teknologi nirkabel. Para mahasiswa jurusan ini akan mempelajari tentang teori dan praktik dalam merancang, mengelola, dan memelihara infrastruktur telekomunikasi, serta mengembangkan solusi untuk memperbaiki kualitas layanan komunikasi. Dengan demikian, lulusan jurusan ini diharapkan memiliki pengetahuan dan keterampilan yang dibutuhkan untuk bekerja dalam industri telekomunikasi, penyedia layanan jaringan, perusahaan telekomunikasi, atau lembaga pemerintah terkait.","Jurusan Teknik Telekomunikasi adalah jurusan yang cocok untuk orang yang tertarik dengan teknologi komunikasi modern. Orang-orang yang memilih jurusan ini biasanya memiliki minat dalam bidang teknik dan komunikasi, serta ingin belajar tentang bagaimana sistem telekomunikasi bekerja dan berkembang. Mereka senang mempelajari tentang jaringan komunikasi, pemrosesan sinyal, dan teknologi nirkabel. Selain itu, jurusan ini juga cocok untuk orang yang ingin terus mengikuti perkembangan teknologi terbaru dan ingin berkontribusi dalam menciptakan solusi inovatif dalam bidang telekomunikasi. Teknik Telekomunikasi juga menawarkan peluang karir yang menjanjikan di berbagai sektor industri.","1. Sistem Komunikasi
2. Jaringan Telekomunikasi
3. Antena dan Propagasi Gelombang
4. Teknologi Informasi
5. Perangkat Komunikasi Optik
6. Sinyal dan Sistem
7. Teori Informasi
8. Pengolahan Sinyal
9. Pengantar Telekomunikasi
10. Teknik Modulasi",0.40,0.90,0.90,0.00,0.10,0.20,0.70,0.20,0.00,0.00,0.10,0.00,0.00,0.00,0.30,0.00,0.00
PENDIDIKAN DOKTER HEWAN,1461,"Jurusan Pendidikan Dokter Hewan adalah program studi yang bertujuan untuk mendidik dan melatih calon dokter hewan yang memiliki pengetahuan dan keterampilan dalam bidang kedokteran hewan. Mahasiswa jurusan ini akan mempelajari materi-materi seperti anatomi, fisiologi, patologi, farmakologi hewan, parasitologi, serta teknik klinis dan pelayanan medis hewan. Mereka juga akan belajar tentang nutrisi hewan, manajemen peternakan, dan pemeliharaan kesehatan hewan. Setelah lulus, lulusan jurusan Pendidikan Dokter Hewan dapat bekerja sebagai dokter hewan praktisi, peternak, peneliti, atau pun menjadi pengajar di perguruan tinggi. Dengan pengetahuan yang luas dalam kedokteran hewan, lulusan ini diharapkan dapat memberikan pelayanan yang berkualitas dan memberikan kontribusi positif dalam bidang kesehatan hewan.","Jurusan Pendidikan Dokter Hewan adalah jurusan yang cocok untuk orang yang menyukai hewan dan memiliki minat dalam bidang kesehatan hewan. Orang-orang yang memilih jurusan ini umumnya memiliki kecenderungan untuk peduli terhadap kesejahteraan hewan dan ingin membantu dalam merawat dan menyembuhkan mereka. Mereka juga tertarik untuk mempelajari berbagai jenis penyakit dan pengobatan yang membuat hewan sehat dan bahagia. Jurusan ini menawarkan peluang karir yang luas, seperti dokter hewan, peneliti hewan, peternak, atau pengajar. Dengan pilihan karir yang menarik dan nilai yang dapat memberikan dampak positif pada masyarakat, jurusan ini sangat cocok untuk mereka yang memiliki cinta terhadap hewan.","1. Anatomi dan Fisiologi Hewan
2. Ilmu Nutrisi
3. Mikrobiologi
4. Kimia Farmasi
5. Parasitologi
6. Patologi
7. Kedokteran Forensik
8. Bedah
9. Klinik Hewan
10. Etologi",0.40,0.90,0.10,0.00,1.00,0.40,0.00,0.00,0.00,0.00,0.80,0.00,0.90,0.00,0.40,0.00,0.00
PENDIDIKAN IPA,1459,"Pendidikan IPA adalah salah satu jurusan kuliah yang berfokus pada pembelajaran ilmu pengetahuan alam melalui metode pendidikan. Jurusan ini mempersiapkan mahasiswa untuk menjadi pendidik yang kompeten dalam menyiapkan dan mengimplementasikan pembelajaran ilmu pengetahuan alam kepada siswa, baik di tingkat pendidikan dasar maupun menengah. Selain itu, mahasiswa Pendidikan IPA juga akan mempelajari berbagai konsep dan teori ilmu pengetahuan alam sehingga dapat mengajarkan materi yang relevan dan dapat dipahami oleh siswa dengan baik. Dengan mengambil jurusan Pendidikan IPA, mahasiswa akan memiliki peluang untuk menjadi guru IPA yang berkualitas dan berperan dalam mengembangkan sumber daya manusia yang unggul di bidang ilmu pengetahuan alam.","PENDIDIKAN IPA merupakan jurusan yang cocok bagi orang-orang yang memiliki minat dan bakat dalam ilmu pengetahuan alam, matematika, dan teknologi. Para siswa di jurusan ini akan diajarkan berbagai konsep dan prinsip ilmiah yang mendasar, serta diberikan pengetahuan yang mendalam mengenai alam semesta, lingkungan, dan berbagai fenomena alam lainnya. Selain itu, jurusan ini juga akan melatih keterampilan analisis, pemecahan masalah, dan berpikir kritis. Para lulusan dari jurusan PENDIDIKAN IPA memiliki peluang karir yang luas di bidang sains, teknologi, kesehatan, dan lingkungan. Ini adalah jurusan yang menantang dan membuka banyak peluang untuk masa depan yang cerah.","1. Fisika
2. Kimia
3. Biologi
4. Matematika
5. Statistika
6. Astronomi
7. Geologi
8. Biokimia
9. Ilmu Lingkungan
10. Mikrobiologi",0.90,1.00,0.80,0.00,0.80,0.60,0.40,0.00,0.00,0.00,0.80,0.60,0.00,0.60,0.10,0.00,0.00
USAHA PERJALANAN WISATA,1452,"USAHA PERJALANAN WISATA adalah salah satu jurusan kuliah yang fokus pada pengelolaan dan pengembangan bisnis di industri pariwisata. Melalui program studi ini, mahasiswa akan belajar tentang manajemen operasional pariwisata, pemasaran pariwisata, serta aspek keuangan dan hukum yang terkait dengan industri pariwisata. Selain itu, mahasiswa juga akan diajarkan tentang pelayanan pelanggan, pengembangan produk pariwisata, dan strategi bisnis yang dapat membantu dalam meningkatkan daya saing perusahaan pariwisata. Dengan memahami seluruh aspek ini, lulusan jurusan USAHA PERJALANAN WISATA diharapkan mampu menjadi pemimpin yang kompeten dalam industri pariwisata yang terus berkembang.","Jurusan ini adalah untuk orang yang menyukai petualangan dan eksplorasi. Mereka yang memilih jurusan ini biasanya memiliki minat yang besar dalam seni bertualang dan ingin mengeksplorasi tempat-tempat baru dan budaya-budaya yang berbeda. Mereka juga biasanya memiliki keinginan untuk terus belajar dan memperluas pengetahuan mereka tentang dunia. Orang-orang yang memilih jurusan ini seringkali memiliki jiwa petualang, keinginan untuk mengalami hal-hal baru, dan keinginan untuk berinteraksi dengan orang-orang dari berbagai latar belakang. Kesimpulannya, jurusan ini cocok untuk orang yang suka petualangan, keberagaman, dan memperluas wawasan tentang dunia.","1. Pariwisata dan Perhotelan
2. Manajemen Perjalanan Wisata
3. Pemasaran Pariwisata
4. Budaya dan Pariwisata
5. Ekowisata
6. Strategic Management in Tourism
7. Financial Management in Tourism
8. Tourism Policy and Planning
9. Tour Guiding
10. Tourism Geography",0.10,0.00,0.00,0.30,0.00,0.00,0.20,0.50,0.10,0.20,0.00,0.50,0.00,0.50,0.30,0.40,0.00
EKONOMI MANAJEMEN,1450,"Jurusan kuliah Manajemen Ekonomi berfokus pada studi tentang pengelolaan sumber daya ekonomi dalam suatu organisasi atau perusahaan. Mahasiswa yang mengambil jurusan ini akan mempelajari berbagai konsep dan teori ekonomi, manajemen keuangan, analisis bisnis, dan strategi pemasaran. Mereka juga akan diajarkan keterampilan praktis dalam mengambil keputusan bisnis yang tepat, mengelola tim kerja, dan merencanakan strategi bisnis yang efektif. Sebagai lulusan jurusan Manajemen Ekonomi, mereka diharapkan dapat menjadi pemimpin yang mampu mengelola organisasi dengan baik dan menciptakan nilai tambah bagi perusahaan.","Jurusan Ekonomi Manajemen adalah jurusan yang cocok untuk orang yang menyukai analisis bisnis, perencanaan strategis, serta manajemen keuangan. Jurusan ini juga cocok untuk orang yang tertarik dalam memahami bagaimana organisasi mencapai tujuan finansialnya, mengelola sumber daya, dan membuat keputusan yang efektif dalam lingkungan bisnis yang kompetitif. Dengan mengambil jurusan ini, mahasiswa akan memperoleh pengetahuan dan keterampilan dalam bidang manajemen, ekonomi, keuangan, serta pemasaran yang dapat membantu mereka meraih kesuksesan karir di berbagai industri. Jurusan ini membutuhkan ketelitian, analisis yang baik, serta keinginan untuk terus belajar dan beradaptasi dengan perubahan yang terjadi di dunia bisnis.","1. Ekonomi Makro
2. Manajemen Keuangan
3. Pemasaran
4. Human Resource Management
5. Manajemen Operasional
6. Ekonomi Mikro
7. Akuntansi
8. Perilaku Organisasi
9. Bisnis Internasional
10. Riset Operasional",0.40,0.00,0.00,0.30,0.00,0.00,0.20,1.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.10
PEND. PANCASILA & KEWARGANEGARAAN (PPKN),1443," Pendidikan Pancasila & Kewarganegaraan (PPKN) adalah jurusan yang mempelajari mengenai nilai-nilai Pancasila sebagai dasar negara Indonesia, serta mengenai hak dan kewajiban warga negara. Mahasiswa jurusan ini akan mempelajari materi mengenai sejarah pembentukan Pancasila, falsafah Pancasila, Bhinneka Tunggal Ika, serta konstitusi dan sistem pemerintahan Indonesia. Selain itu, mereka juga akan mempelajari mengenai hak asasi manusia, demokrasi, pluralisme, dan isu-isu sosial dan politik yang relevan dengan kehidupan bermasyarakat. Jurusan ini bertujuan untuk mencetak lulusan yang memiliki pemahaman yang mendalam mengenai nilai-nilai kebangsaan dan memiliki kesadaran sebagai warga negara yang baik.","Jurusan Pendidikan Pancasila dan Kewarganegaraan (PPKN) adalah jurusan yang cocok untuk orang yang memiliki minat dan passion dalam mempelajari nilai-nilai Pancasila, kewarganegaraan, dan pemerintahan. Para mahasiswa jurusan ini akan belajar tentang konsep dasar negara Indonesia, hak dan kewajiban sebagai warga negara, serta pentingnya menjaga persatuan dan kesatuan bangsa. Mereka juga akan mendalami nilai-nilai moral, etika, dan kepemimpinan yang berlaku dalam masyarakat. Dengan mengikuti jurusan ini, mahasiswa akan menjadi individu yang peduli dan bertanggung jawab terhadap bangsa dan negara serta mampu memajukan Indonesia ke arah yang lebih baik.","1. Pancasila
2. Kewarganegaraan
3. Hukum Tata Negara
4. Sistem Politik Indonesia
5. Sejarah Perjuangan Bangsa
6. Etika Profesi
7. Konstitusi dan UUD
8. Teori Kepemimpinan
9. Politik Luar Negeri
10. Kebijakan Publik",0.10,0.00,0.00,0.30,0.00,0.00,0.10,0.10,0.00,0.00,1.00,0.00,0.00,0.50,0.20,0.70,0.90
PEND. GURU SEKOLAH DASAR (PGSD) SURAKARTA,1436,"Jurusan Pendidikan Guru Sekolah Dasar (PGSD) di Surakarta adalah program studi yang bertujuan untuk membekali mahasiswa dengan pengetahuan dan keterampilan yang diperlukan untuk menjadi seorang guru di tingkat sekolah dasar. Selama kuliah, mahasiswa akan belajar tentang berbagai metode pengajaran, kurikulum pendidikan dasar, psikologi perkembangan anak, manajemen kelas, serta berbagai materi pelajaran yang diajarkan di SD. Selain itu, mahasiswa juga akan mendapatkan pengalaman praktis melalui magang di sekolah-sekolah untuk mengasah keterampilan mengajar mereka. Jurusan PGSD di Surakarta membantu calon guru sekolah dasar untuk menjadi pendidik yang profesional, peduli, dan mampu menginspirasi para siswa mereka.","Jurusan Pendidikan Guru Sekolah Dasar (PGSD) Surakarta adalah jurusan yang cocok untuk orang yang menyukai dunia pendidikan dan memiliki minat dalam mengajar anak-anak. Para mahasiswa PGSD akan belajar tentang berbagai metode pengajaran, psikologi anak, kurikulum pendidikan dasar, dan berbagai keterampilan yang diperlukan untuk menjadi seorang guru yang baik. Mereka akan memiliki kesempatan untuk terlibat dalam praktik pengajaran di sekolah-sekolah dasar dan belajar dari pengalaman nyata. Jurusan ini memberikan peluang bagi mahasiswa untuk berkontribusi dalam menciptakan generasi masa depan yang pintar, berwawasan luas, dan berbudi pekerti luhur.","1. Matematika Dasar
2. Bahasa Indonesia
3. Bahasa Inggris
4. Pendidikan Kewarganegaraan
5. Pendidikan Agama
6. Pendidikan Jasmani
7. Ilmu Pengetahuan Alam
8. Ilmu Pengetahuan Sosial
9. Psikologi Pendidikan
10. Teknologi Pendidikan",0.20,0.20,0.10,0.40,0.10,0.10,0.20,0.10,0.40,0.30,0.90,0.20,0.10,0.20,0.40,0.40,0.10
FAKULTAS TEKNIK MESIN DAN DIRGANTARA (FTMD),1429,"Jurusan Teknik Mesin dan Dirgantara (FTMD) adalah salah satu jurusan di dalam Fakultas Teknik yang memberikan pemahaman mendalam mengenai rekayasa mesin dan pesawat terbang. Mahasiswa jurusan ini akan mempelajari berbagai konsep dan teori tentang desain, produksi, dan pemeliharaan mesin serta pesawat terbang. Mereka akan dilatih untuk memiliki kemampuan analisis yang baik dalam mengatasi berbagai permasalahan yang terkait dengan mesin dan pesawat terbang, serta kemampuan untuk melakukan perancangan dan pengembangan inovasi teknologi di bidang tersebut. Dengan berkembangnya industri manufaktur dan penerbangan, lulusan jurusan ini memiliki peluang karir yang luas, mulai dari menjadi insinyur mesin, insinyur desain pesawat terbang, hingga peneliti di berbagai perusahaan dan lembaga riset terkemuka. Selain itu, mereka juga dapat berkontribusi dalam pengembangan teknologi yang berdampak positif bagi kemajuan industri dan masyarakat.","Jurusan Teknik Mesin dan Dirgantara adalah jurusan untuk orang yang menyukai ilmu dan teknologi yang berkaitan dengan perancangan, pengembangan, dan produksi pesawat terbang, roket, satelit, dan mesin-mesin industri. Orang-orang yang memilih jurusan ini biasanya memiliki minat yang kuat dalam bidang rekayasa, otomotif, dan dirgantara. Mereka tertarik untuk menggali pengetahuan dan keterampilan dalam bidang teknik mesin dan dirgantara sehingga dapat menciptakan inovasi dan solusi untuk permasalahan teknis dalam industri penerbangan dan manufaktur. Jurusan ini mempersiapkan mahasiswa untuk menjadi ahli yang mampu merancang, mengelola, dan mengembangkan teknologi dalam industri kedirgantaraan dan manufaktur.","1. Material Science and Engineering
2. Thermodynamics
3. Fluid Mechanics
4. Aerospace Structures
5. Machine Design
6. Aerospace Propulsion
7. Control Systems
8. Aerospace Systems Engineering
9. Manufacturing Processes
10. Engineering Mathematics",0.70,1.00,0.80,0.00,0.00,0.50,0.60,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00
PEND. BIOLOGI,1429,"Jurusan Pendidikan Biologi adalah salah satu jurusan di perguruan tinggi yang mempelajari berbagai aspek ilmu biologi serta penerapannya dalam dunia pendidikan. Mahasiswa jurusan ini akan mempelajari mata kuliah seperti biologi sel, biokimia, genetika, ekologi, serta metode pengajaran biologi. Mereka akan dilatih untuk menjadi guru biologi yang kompeten dan mampu mengajar dengan baik di tingkat pendidikan dasar maupun menengah. Selain itu, mahasiswa jurusan Pendidikan Biologi juga akan diajarkan cara merancang kurikulum yang sesuai dengan perkembangan ilmu biologi serta metode pembelajaran yang inovatif dan menarik bagi siswa. Dengan demikian, jurusan ini bertujuan untuk menghasilkan lulusan yang dapat memberikan kontribusi positif dalam meningkatkan minat dan pemahaman masyarakat terhadap ilmu biologi.","Jurusan ini adalah jurusan untuk orang yang menyukai ilmu hayati dan kehidupan organisme. Mereka akan belajar berbagai topik yang berkaitan dengan biologi, seperti genetika, ekologi, fisiologi, dan evolusi. Para mahasiswa akan mempelajari mengenai struktur dan fungsi organisme hidup, serta hubungannya dengan lingkungan sekitar. Mereka juga akan belajar cara melakukan penelitian ilmiah yang berkaitan dengan biologi, seperti eksperimen laboratorium dan survei lapangan. Jurusan biologi cocok bagi mereka yang tertarik untuk memahami lebih dalam tentang kehidupan di bumi dan ingin berkontribusi dalam dunia ilmu pengetahuan.","1. Biologi Sel
2. Genetika
3. Fisiologi
4. Ekologi
5. Mikrobiologi
6. Biokimia
7. Botani
8. Zoologi
9. Biomedis
10. Hewan Vertebrata",0.20,0.90,0.10,0.00,1.00,0.30,0.20,0.00,0.00,0.00,0.80,0.50,0.80,0.30,0.10,0.00,0.00
ADMINISTRASI BISNIS TERAPAN,1424,"Jurusan Administrasi Bisnis Terapan merupakan program studi yang mengkombinasikan bidang administrasi bisnis dengan penerapan praktis di dunia nyata. Mahasiswa yang mengambil jurusan ini akan mempelajari berbagai konsep dan teori dalam manajemen bisnis, keuangan, pemasaran, sumber daya manusia, dan lain sebagainya. Mereka juga akan dilatih untuk mengembangkan keterampilan praktis dalam mengelola bisnis dan organisasi, melakukan analisis pasar, merencanakan strategi bisnis, dan mengimplementasikan keputusan yang tepat. Jurusan ini membekali mahasiswa dengan pengetahuan dan keterampilan yang dibutuhkan untuk sukses dalam dunia bisnis yang kompetitif dan dinamis.","Jurusan Administrasi Bisnis Terapan cocok untuk orang yang menyukai bidang administrasi, manajemen, dan bisnis. Mereka yang memilih jurusan ini biasanya memiliki minat dalam mengelola serta mengkoordinasikan suatu entitas bisnis, baik itu perusahaan maupun organisasi. Mereka juga senang melakukan perencanaan, pengorganisasian, serta pengawasan dalam menjalankan berbagai aktivitas bisnis. Selain itu, mereka juga tertarik untuk mempelajari strategi-strategi bisnis yang efektif dan efisien untuk mencapai tujuan perusahaan. Jurusan ini memberikan pemahaman yang mendalam mengenai berbagai aspek bisnis dan kemampuan untuk mengembangkan keterampilan manajerial yang dibutuhkan dalam dunia kerja.","1. Administrasi Bisnis
2. Akuntansi Keuangan
3. Manajemen Sumber Daya Manusia
4. Pemasaran
5. Manajemen Operasional
6. Komunikasi Bisnis
7. Kewirausahaan
8. Ekonomi Bisnis
9. Manajemen Strategik
10. Keuangan Bisnis",0.40,0.00,0.00,0.20,0.00,0.00,0.10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.20,0.40
