NAMA,PEMINAT 2023,Description,Mata Kuliah,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Teknologi,Bisnis dan Ekonomi,Seni,Sastra dan Linguistik,Pendidikan,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum,highest
ADMINISTRASI NEGARA,2319,"Ilmu Administrasi Negara merupakan salah satu jurusan kuliah yang fokus pada studi tentang sistem administrasi di suatu negara. Jurusan ini membahas tentang berbagai aspek administrasi publik, termasuk kebijakan publik, otonomi daerah, manajemen keuangan negara, pelayanan publik, serta analisis kebijakan. Para mahasiswa yang mengambil jurusan ini akan mempelajari konsep-konsep dasar administrasi negara, proses pembuatan kebijakan publik, serta peran penting administrasi negara dalam menjaga stabilitas dan kesejahteraan masyarakat. Selain itu, mereka juga akan belajar mengenai pelaksanaan program-program pemerintah dan sistem birokrasi dalam menjalankan tugas-tugas administratif. Setelah lulus, lulusan Ilmu Administrasi Negara memiliki peluang untuk bekerja di berbagai instansi pemerintah, lembaga swadaya masyarakat, perusahaan, atau organisasi internasional yang berhubungan dengan urusan pemerintahan dan administrasi publik.","1. Pengantar Administrasi Negara
2. Pemerintahan Daerah
3. Kebijakan Publik
4. Manajemen Organisasi Pemerintahan
5. Teori Administrasi Negara
6. Perencanaan Pembangunan
7. Kepemimpinan dan Etika Administrasi Negara
8. Evaluasi Program Pemerintah
9. Keuangan Negara
10. Hukum Administrasi Negara",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.4,0.2,0.7,12
HUBUNGAN MASYARAKAT,2314,"Hubungan Masyarakat merupakan program studi yang mempelajari bagaimana masyarakat berinteraksi satu sama lain, serta bagaimana komunikasi dan hubungan interpersonal dapat mempengaruhi dinamika sosial. Mahasiswa jurusan ini akan mempelajari teori-teori tentang media massa, advokasi sosial, manajemen komunikasi, riset pasar, dan lain sebagainya. Mereka juga akan belajar bagaimana memahami dan menganalisis kebutuhan dan keinginan masyarakat serta bagaimana mengembangkan strategi komunikasi yang efektif untuk mempengaruhi opini dan perilaku masyarakat. Melalui jurusan ini, mahasiswa diharapkan mampu menjadi profesional yang memiliki kemampuan berkomunikasi dan berinteraksi dengan beragam kelompok dalam masyarakat serta memberikan kontribusi positif dalam membangun hubungan yang harmonis di antara mereka.","1. Pengantar Ilmu Komunikasi
2. Psikologi Komunikasi
3. Komunikasi Massa
4. Manajemen Humas
5. Marketing Public Relation
6. Media Kehumasan
7. Hubungan Media
8. Online Public Relation",0.2,0.1,0.0,0.2,0.0,0.0,0.2,0.6,0.2,0.1,0.1,0.3,0.2,0.2,0.9,0.6,0.7,16
MANAJEMEN INFORMATIKA,2292," jurusan Manajemen Informatika merupakan program studi yang membahas tentang pengelolaan informasi dan sistem informasi dalam suatu organisasi. Jurusan ini mengajarkan tentang penggunaan teknologi informasi untuk meningkatkan efisiensi, produktivitas, dan kinerja suatu bisnis atau organisasi. Selain itu, mahasiswa jurusan Manajemen Informatika juga akan mempelajari tentang analisis kebutuhan informasi, desain sistem informasi, pengembangan perangkat lunak, manajemen proyek TI, keamanan informasi, serta integrasi teknologi informasi dalam strategi bisnis. Jurusan ini mempersiapkan mahasiswa untuk menjadi profesional di bidang manajemen teknologi informasi yang mampu mengelola dan mengoptimalkan sumber daya informasi secara efektif.","1. Pemrograman Dasar
2. Basis Data
3. Jaringan Komputer
4. Sistem Informasi
5. Algoritma dan Struktur Data
6. Analisis dan Perancangan Sistem Informasi
7. Sistem Operasi
8. Komunikasi Data dan Jaringan
9. Sistem Basis Data
10. Rekayasa Perangkat Lunak",0.8,0.4,0.2,0.2,0.2,0.1,0.9,0.5,0.1,0.1,0.3,0.2,0.2,0.1,0.3,0.2,0.1,8
PEND. KEDOKTERAN,2281,"Bidang studi kedokteran merupakan salah satu jurusan kuliah yang fokus pada ilmu kesehatan manusia dan praktik medis. Mahasiswa jurusan ini akan mempelajari berbagai aspek kesehatan, mulai dari diagnosa penyakit, pengobatan, pencegahan penyakit, hingga rehabilitasi pasien.

Selain itu, mahasiswa kedokteran juga akan belajar tentang anatomi tubuh manusia, fisiologi, farmakologi, biokimia, mikrobiologi, dan berbagai disiplin ilmu lainnya yang berkaitan dengan bidang kesehatan. Mereka akan dilatih untuk menjadi dokter yang kompeten dan mampu merawat pasien dengan baik.

Selama kuliah, mahasiswa kedokteran juga akan mendapatkan pelatihan klinik dan praktik medis di berbagai rumah sakit atau pusat kesehatan. Mereka juga akan belajar keterampilan komunikasi yang baik, etika medis, dan profesionalisme dalam menjalani karir sebagai dokter.

Dengan latar belakang pendidikan di bidang kedokteran, mahasiswa diharapkan dapat menyumbangkan pengetahuan dan keterampilan mereka untuk meningkatkan kesehatan masyarakat, mengurangi angka penyakit, dan meningkatkan kualitas hidup individu. Jurusan kuliah kedokteran adalah pilihan yang sangat baik bagi mereka yang memiliki tujuan untuk membantu orang lain dan menciptakan dampak positif dalam dunia kesehatan.","1. Anatomi
2. Fisiologi
3. Patologi
4. Farmakologi
5. Bedah
6. Obstetri dan Ginekologi
7. Radiologi
8. Mikrobiologi
9. Imunologi
10. Psikiatri",0.2,0.7,0.1,0.0,0.9,0.5,0.2,0.0,0.0,0.0,0.7,0.1,1.0,0.0,0.2,0.0,0.0,14
TEKNOLOGI PENDIDIKAN,2270,"Jurusan Teknologi Pendidikan merupakan salah satu jurusan yang menggabungkan bidang teknologi dan pendidikan. Melalui jurusan ini, mahasiswa akan belajar tentang pemanfaatan teknologi dalam proses pembelajaran dan pengajaran. Mereka juga akan mempelajari berbagai metode dan strategi untuk mengintegrasikan teknologi dalam pengembangan kurikulum, pembuatan materi pembelajaran interaktif, dan evaluasi hasil belajar.

Selain itu, mahasiswa jurusan Teknologi Pendidikan juga akan diajarkan tentang desain instruksional, analisis kebutuhan pendidikan, serta manajemen teknologi pendidikan. Mereka akan mempelajari bagaimana menggunakan berbagai perangkat lunak pendukung pembelajaran, seperti multimedia, e-learning, dan simulasi, untuk meningkatkan kualitas pendidikan.

Dengan perkembangan teknologi yang pesat, jurusan Teknologi Pendidikan menjadi semakin relevan dan penting dalam menghadapi tantangan pendidikan di era digital saat ini. Lulusan dari jurusan ini memiliki peluang karir yang luas, mulai dari sebagai desainer e-learning, pengembang kurikulum digital, hingga konsultan pendidikan teknologi.","1. Teknologi Pendidikan
2. Pengantar Teknologi Pendidikan
3. Desain Instruksional
4. Evaluasi Pembelajaran
5. Multimedia Pembelajaran
6. Sistem Informasi Pendidikan
7. Manajemen Pembelajaran
8. Pengembangan Media Pembelajaran
9. E-Learning
10. Analisis Proses Pembelajaran",0.3,0.1,0.1,0.2,0.0,0.0,0.9,0.1,0.3,0.1,0.9,0.0,0.0,0.0,0.3,0.1,0.1,8
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,2243,"Pendidikan Pancasila dan Kewarganegaraan merupakan jurusan kuliah yang berfokus pada pembelajaran dan pemahaman tentang nilai-nilai Pancasila sebagai dasar negara Indonesia serta kewarganegaraan yang berkaitan dengan hak dan kewajiban sebagai warga negara. Jurusan ini biasanya mempelajari berbagai aspek seperti sejarah dan filosofi Pancasila, sistem pemerintahan, hukum, demokrasi, hak asasi manusia, pluralisme, serta nilai-nilai moral dan etika dalam kehidupan berbangsa dan bernegara. Selain itu, mahasiswa jurusan ini juga biasanya dilatih untuk menjadi agen perubahan yang mampu menyebarkan pemahaman dan semangat kebangsaan kepada masyarakat. Karir yang bisa diambil oleh lulusan jurusan ini antara lain sebagai pendidik, peneliti, pegawai pemerintah, aktivis sosial, atau profesional di bidang ilmu sosial dan kemanusiaan.","1. Pendidikan pancasila
2. Ilmu kependidikan
3. Ilmu negara
4. Ilmu hukum
5. Ilmu politik
6. Sosiologi
7. Antropologi
8, Filsafat pancasila dan perbandingan ideologi",0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.3,0.6,0.2,0.0,0.2,0.6,0.6,0.8,12
FISIOTERAPI,2183,"Jurusan fisioterapi adalah cabang ilmu kedokteran yang fokus pada rehabilitasi fisik melalui berbagai teknik terapi dan latihan. Para mahasiswa fisioterapi akan mempelajari berbagai macam teknik untuk mengembalikan gerakan dan fungsi tubuh yang terganggu akibat cedera, penyakit, atau kondisi medis lainnya. Mereka juga akan belajar melakukan evaluasi dan perawatan pada pasien agar mereka dapat mencapai kembali kesehatan optimalnya. Selain itu, mahasiswa fisioterapi juga akan mempelajari dasar ilmu kedokteran, anatomi, fisiologi, dan prinsip-prinsip terapi yang diperlukan dalam profesi ini. Setelah lulus, lulusan fisioterapi dapat bekerja di berbagai setting, seperti rumah sakit, klinik rehabilitasi, pusat kebugaran, atau mendirikan praktek sendiri sebagai fisioterapis profesional.","1. Anatomi
2. Fisiologi
3. Biomekanik
4. Kinesiologi
5. Terapi Manual
6. Elektroterapi
7. Rehabilitasi Medik
8. Neurologi
9. Ortopedi
10. Fisioterapi Pediatri",0.2,0.8,0.4,0.1,0.9,0.1,0.3,0.1,0.0,0.0,0.2,0.1,1.0,0.0,0.2,0.0,0.1,14
MANAJEMEN PEMASARAN,2161,"Manajemen Pemasaran adalah salah satu jurusan kuliah yang mempelajari tentang strategi, perencanaan, dan implementasi pemasaran produk atau jasa agar dapat mencapai target pasar dengan efektif. Jurusan ini mempelajari tentang analisis pasar, perilaku konsumen, penentuan harga, promosi, distribusi, serta pengelolaan merek dan produk. Mahasiswa jurusan Manajemen Pemasaran akan belajar tentang dasar-dasar pemasaran, manajemen produk, riset pasar, e-commerce, hubungan masyarakat, dan analisis bisnis. Dengan lulus dari jurusan ini, lulusan diharapkan dapat menjadi profesional yang mampu mengelola dan mengembangkan strategi pemasaran yang inovatif dan efektif bagi suatu perusahaan.","1. Teori Pemasaran
2. Perilaku Konsumen
3. Riset Pasar
4. Pemasaran Strategis
5. Manajemen Brand
6. Komunikasi Pemasaran
7. Pemasaran Digital
8. Retail Management
9. Manajemen Produk
10. Pemasaran Internasional",0.1,0.0,0.0,0.2,0.0,0.0,0.2,0.8,0.2,0.1,0.1,0.0,0.0,0.0,0.6,0.0,0.2,7
ILMU DAN TEKNOLOGI PANGAN,2150,"Ilmu dan Teknologi Pangan adalah salah satu jurusan kuliah yang mempelajari tentang ilmu dan teknologi yang berkaitan dengan pengolahan pangan. Jurusan ini menggabungkan pengetahuan tentang ilmu pangan, teknik pengolahan makanan, nutrisi, kimia pangan, dan teknologi pangan untuk memastikan keamanan, kebersihan, kualitas, dan keberlanjutan pangan yang dikonsumsi masyarakat.

Para mahasiswa jurusan Ilmu dan Teknologi Pangan akan belajar tentang berbagai aspek yang terkait dengan produksi, pengolahan, dan analisis pangan. Mereka juga akan mempelajari teknologi yang digunakan dalam proses pembuatan dan penyimpanan makanan, serta tata cara pengolahan pangan yang aman dan higienis.

Lulusan jurusan ini memiliki peluang karir yang luas di berbagai industri makanan, seperti industri pengolahan makanan, industri minuman, industri pengemasan makanan, perusahaan penelitian pangan, instansi pemerintah terkait pangan, serta dapat menjadi konsultan atau pengusaha di bidang pangan. Dengan pengetahuan dan keterampilan yang dimiliki, lulusan Ilmu dan Teknologi Pangan dapat menjadi ahli yang berperan dalam memastikan terciptanya pangan berkualitas, aman, dan bernutrisi untuk masyarakat.","1. Kimia Pangan
2. Mikrobiologi Pangan
3. Teknologi Pangan
4. Pengolahan Pangan
5. Sensori Pangan
6. Analisis Pangan
7. Industri Pangan
8. Higiene Sanitasi Pangan
9. Bioteknologi Pangan
10. Kemasan Pangan",0.2,0.8,0.2,0.1,0.5,0.9,0.7,0.3,0.1,0.0,0.1,0.3,0.7,0.1,0.0,0.0,0.1,6
ADMINISTRASI PENDIDIKAN,2148,"Jurusan Administrasi Pendidikan adalah salah satu bidang studi yang mempelajari berbagai konsep dan teori mengenai manajemen, kebijakan, dan administrasi dalam dunia pendidikan. Mahasiswa jurusan ini akan belajar cara mengelola sistem pendidikan, merencanakan program pendidikan, serta melakukan evaluasi terhadap keberhasilan implementasi program-program tersebut. Selain itu, mahasiswa juga akan mempelajari tentang peran penting administrasi pendidikan dalam meningkatkan kualitas dan efektivitas proses belajar mengajar di berbagai tingkatan, mulai dari tingkat dasar hingga tingkat perguruan tinggi. Dengan demikian, lulusan jurusan Administrasi Pendidikan diharapkan dapat menjadi pemimpin yang mampu mengelola sistem pendidikan dengan baik dan meningkatkan kualitas pendidikan di masyarakat.","1. Teori dan Praktek Administrasi Pendidikan
2. Manajemen Pendidikan
3. Evaluasi Pendidikan
4. Kebijakan Pendidikan
5. Psikologi Pendidikan
6. Kurikulum dan Pembelajaran
7. Pembiayaan Pendidikan
8. Supervisi Pendidikan
9. Teknologi Pendidikan
10. Pendidikan Kewarganegaraan",0.1,0.1,0.0,0.3,0.0,0.0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.1,0.2,11
ILMU KESEJAHTERAAN SOSIAL,2147,"Jurusan Ilmu Kesejahteraan Sosial merupakan salah satu program studi yang mengkaji dan mendalami berbagai aspek tentang kesejahteraan sosial, dengan tujuan untuk meningkatkan kesejahteraan masyarakat dan juga individu. Jurusan ini mencakup berbagai bidang studi seperti kebijakan sosial, intervensi sosial, konseling, pelayanan sosial, pengembangan masyarakat, serta penelitian tentang permasalahan sosial yang ada dalam masyarakat. Para mahasiswa jurusan ini akan dilatih untuk menjadi ahli yang dapat memberikan bantuan, solusi, dan mendukung upaya untuk meningkatkan kesejahteraan sosial melalui berbagai program dan kegiatan yang mereka lakukan. Dengan demikian, lulusan jurusan Ilmu Kesejahteraan Sosial diharapkan dapat berperan aktif dalam membantu meningkatkan kesejahteraan sosial masyarakat yang lebih luas.","1. Pengantar Pekerjaan Sosial
2. Dasar-dasar Ilmu Sosial
3. Dasar-dasar Ilmu Politik
4. Filsafat Ilmu dan Dasar-dasar Logika
5. Human Behaviour and Social Environment
6. Kewirausahaan Sosial
7. Pekerjaan Sosial
8. Kesehatan Mental
9. Multiculturalism
10. Pemasaran Sosial",0.0,0.1,0.0,0.7,0.0,0.0,0.1,0.3,0.0,0.0,0.2,0.1,0.1,0.0,0.1,0.2,0.1,4
ILMU TANAH,2139,"Ilmu Tanah adalah salah satu jurusan yang mempelajari tentang segala hal yang berkaitan dengan tanah, mulai dari karakteristik fisik, kimia, biologi, dan ekologi tanah. Jurusan ini mempelajari pola dan proses pembentukan tanah, serta mempelajari bagaimana tanah mempengaruhi kehidupan tumbuhan dan makhluk hidup lainnya. Selain itu, ilmu tanah juga mempelajari teknik-teknik management tanah yang berkelanjutan untuk mendukung pertanian, kehutanan, dan pengelolaan lingkungan yang berkelanjutan. Para ahli ilmu tanah juga mempelajari bagaimana tanah dapat digunakan sebagai media tanam yang optimal untuk pertumbuhan tanaman, serta bagaimana tanah dapat dimanfaatkan secara berkelanjutan untuk mendukung kehidupan manusia dan ekosistem lainnya.","1. Konservasi Tanah dan Air
2. Dasar-dasar Ilmu Tanah
3. Geologi Tanah
4. Kimia Tanah
5. Agroteknologi
6. Pengelolaan Lahan
7. Rekayasa Sumberdaya Lahan
8. Geostatistik
9. Pemodelan Tanah
10. Pedologi",0.3,0.6,0.2,0.0,0.5,0.5,0.3,0.1,0.0,0.0,0.0,0.7,0.1,0.8,0.0,0.1,0.3,15
PENDIDIKAN AKUNTANSI,2134," Jurusan Pendidikan Akuntansi merupakan salah satu program studi yang mempelajari tentang pendidikan akuntansi secara mendalam. Di dalam jurusan ini, mahasiswa akan belajar mengenai teori-teori dasar akuntansi, sistem informasi akuntansi, serta praktik akuntansi yang dapat diterapkan dalam dunia pendidikan. Selain itu, mahasiswa juga akan mempelajari metode-metode pengajaran yang efektif dalam menyampaikan materi akuntansi kepada para siswa.

Jurusan Pendidikan Akuntansi memiliki tujuan untuk melahirkan tenaga pendidik yang berkualitas dan mampu membimbing siswa dalam memahami konsep-konsep akuntansi secara menyeluruh. Dengan demikian, lulusan jurusan ini diharapkan dapat menjadi pengajar yang kompeten dan mampu mengembangkan keterampilan akuntansi siswa di berbagai tingkatan pendidikan.

Pendidikan Akuntansi juga memiliki peran penting dalam mencetak para profesional akuntan yang terampil dan berintegritas. Melalui pembelajaran di jurusan ini, mahasiswa akan dilatih untuk memiliki pemahaman yang mendalam mengenai standar akuntansi yang berlaku serta etika profesi akuntan. Dengan demikian, lulusan jurusan Pendidikan Akuntansi diharapkan dapat menjadi aset berharga dalam dunia profesi akuntansi dan keuangan.","1. Akuntansi Keuangan
2. Akuntansi Manajemen
3. Pajak
4. Audit
5. Perpajakan
6. Akuntansi Biaya
7. Akuntansi Dasar
8. Akuntansi Syariah
9. Analisis Laporan Keuangan
10. Etika Profesi Akuntan",0.8,0.0,0.0,0.1,0.0,0.0,0.1,0.8,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0,0.1,1
AKUNTANSI PERPAJAKAN,2112,"Jurusan Akuntansi Perpajakan melibatkan studi tentang sistem akuntansi yang berkaitan dengan perpajakan dan peraturan perpajakan yang berlaku. Siswa akan belajar tentang pencatatan transaksi, pelaporan keuangan, dan pemenuhan kewajiban perpajakan sesuai dengan regulasi yang berlaku. Selain itu, mereka juga akan mempelajari cara mengoptimalkan efisiensi perpajakan untuk perusahaan atau individu. Jurusan ini membekali siswa dengan pengetahuan dan keterampilan yang diperlukan untuk bekerja di bidang akuntansi, konsultasi perpajakan, atau menjadi seorang wajib pajak yang bertanggung jawab secara profesional.","1. Akuntansi Keuangan
2. Pajak Penghasilan
3. Audit
4. Akuntansi Biaya
5. Perpajakan
6. Manajemen Keuangan
7. Perbankan
8. Akuntansi Manajemen
9. Pajak Pertambahan Nilai (PPN)
10. Sistem Informasi Akuntansi",0.8,0.0,0.0,0.2,0.0,0.0,0.2,0.9,0.0,0.0,0.1,0.1,0.0,0.0,0.4,0.0,0.5,7
TEKNIK LISTRIK,2106,"Jurusan Teknik Listrik adalah salah satu cabang ilmu teknik yang berkaitan dengan pengetahuan dan keterampilan dalam merancang, mengembangkan, dan memelihara sistem tenaga listrik. Mahasiswa jurusan ini akan mempelajari berbagai materi tentang kelistrikan, mulai dari dasar listrik hingga sistem tenaga listrik yang kompleks. Mereka juga akan belajar mengenai perangkat elektronik, kontrol otomatis, dan sistem distribusi listrik. Selain itu, mahasiswa juga akan dilatih untuk menguasai berbagai perangkat dan peralatan listrik serta memahami prinsip-prinsip dasar dalam perancangan sistem tenaga listrik yang efisien dan aman. Dengan demikian, lulusan jurusan Teknik Listrik diharapkan mampu menjadi tenaga ahli yang dapat mengembangkan dan mengelola sistem tenaga listrik yang berkelanjutan dan ramah lingkungan.","1. Elektronika Daya
2. Pengantar Teknik Listrik
3. Sistem Kontrol
4. Instalasi Listrik
5. Elektronika Industri
6. Instrumentasi dan Kontrol
7. Pemrograman Mikrokontroler
8. Jaringan Komunikasi Industri
9. Pemodelan Sistem Tenaga Listrik
10. Sistem Tenaga Listrik",0.7,0.8,1.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.0,3
TEKNIK ARSITEKTUR,2100," Teknik Arsitektur adalah salah satu jurusan kuliah yang menawarkan pendidikan mengenai perencanaan, desain, dan konstruksi bangunan atau struktur fisik lainnya. Para mahasiswa jurusan ini akan belajar tentang konsep arsitektur, tata ruang, material konstruksi, keberlanjutan lingkungan, serta peraturan dan standar yang berkaitan dengan pembangunan bangunan.

Selain itu, mahasiswa Teknik Arsitektur juga akan diajarkan keterampilan teknis dalam merancang dan menggambar desain arsitektur menggunakan perangkat lunak komputer terkini. Mereka juga akan belajar tentang kerja sama tim dalam proyek konstruksi, serta pemahaman tentang aspek estetika dan fungsi dari suatu bangunan.

Sebagai lulusan Teknik Arsitektur, mahasiswa diharapkan mampu menjadi arsitek yang kompeten dalam merencanakan dan merancang bangunan yang aman, nyaman, berkelanjutan, serta sesuai dengan kebutuhan dan keinginan klien. Selain itu, mereka juga diharapkan mampu menghadapi tantangan dan perkembangan teknologi yang terus berubah di dunia arsitektur.","1. Dasar-dasar Arsitektur
2. Desain Arsitektur
3. Tugas Akhir Arsitektur
4. Taman Kota
5. Pembangunan Berkelanjutan
6. Ilmu Bangunan
7. Struktur Bangunan Gedung
8. Perencanaan Kota
9. Manajemen Proyek Konstruksi
10. Hukum Pertanahan",0.5,0.6,0.6,0.1,0.0,0.0,0.7,0.1,0.7,0.0,0.0,0.5,0.0,0.1,0.2,0.2,0.0,8
